# ,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,60.0,70.0,80.0,90.0,100.0
1.000000000000000000e+00,1.000000000000000000e+00,7.988705809941607505e-01,5.418229290534386511e-01,4.130607698555339713e-01,3.538439169971763776e-01,3.061108383663271870e-01,2.897485742267649211e-01,2.760494838504409243e-01,2.627864671628105664e-01,2.446834387953652490e-01,2.356969665571579109e-01,2.281727978685782476e-01,2.001415073931922806e-01,2.105089096678397220e-01,1.727187020666940964e-01,1.685324414373895741e-01
2.000000000000000000e+00,1.000000000000000000e+00,9.047363159026052815e-01,7.683376680884790311e-01,6.837856312802998993e-01,6.153900934972323933e-01,5.406303581877618392e-01,4.712769037202871880e-01,4.207071724605397356e-01,3.796733651954279365e-01,3.282390357809835679e-01,2.808809203485180817e-01,2.143099394681383107e-01,1.505890823418151447e-01,1.095296046715996535e-01,8.227431435103162161e-02,5.275898939960359246e-02
3.000000000000000000e+00,1.000000000000000000e+00,8.053762774218138354e-01,5.741943547011482130e-01,4.730893028481087392e-01,4.135022549142888804e-01,3.666337505203245972e-01,3.130563048120609815e-01,2.722085698792154895e-01,2.458286876140700350e-01,2.107881876383051190e-01,1.787483058008653425e-01,1.457448272467151695e-01,1.004895423531411980e-01,6.916390405006717090e-02,5.650554259615618580e-02,4.480968827405419630e-02
4.000000000000000000e+00,1.000000000000000000e+00,7.708292404857346458e-01,5.111133844578039653e-01,3.907347207667549727e-01,3.327569648548599490e-01,2.790899326498118560e-01,2.359544312433524971e-01,2.025563898082883563e-01,1.769125917418677973e-01,1.482912805260601097e-01,1.268912662781487011e-01,1.006014908458208318e-01,6.754894908926209474e-02,6.487998199413097522e-02,4.994222175840325878e-02,4.196348632484862146e-02
5.000000000000000000e+00,1.000000000000000000e+00,7.809631363067426335e-01,5.830384863588313760e-01,4.820241609345836120e-01,4.184854193142064083e-01,3.671905215771277264e-01,3.186069419268642289e-01,2.794471207718886574e-01,2.458175765008348279e-01,2.127534237889353030e-01,1.873482447737972734e-01,1.479640141212578419e-01,9.433885423496207734e-02,7.868400195386474061e-02,5.464628532947096023e-02,4.797634729933044490e-02
6.000000000000000000e+00,1.000000000000000000e+00,7.102473163544256174e-01,4.909497008922570904e-01,4.013976048764917870e-01,3.510718877209135225e-01,3.096955277525720307e-01,2.745791741451032442e-01,2.300116260087986808e-01,2.120094790066603951e-01,1.759682628037345098e-01,1.591820323685859129e-01,1.384665693796962582e-01,1.107950298060198374e-01,1.014750485555584308e-01,6.801808488133377628e-02,5.667182182067145857e-02
7.000000000000000000e+00,1.000000000000000000e+00,8.551101113187014047e-01,6.870444938805243540e-01,5.694157366248963070e-01,4.978656818932246098e-01,4.206789842468875440e-01,3.596972003376615601e-01,3.026863032695331635e-01,2.709742243844392440e-01,2.231950600069516621e-01,1.833776664584436111e-01,1.684341619092473430e-01,1.459483211941994263e-01,1.207914658465653601e-01,5.766662509079092253e-02,4.159684764811380497e-02
8.000000000000000000e+00,1.000000000000000000e+00,7.446695718620253146e-01,5.628802849316415502e-01,4.488520919624153782e-01,3.946848037471962223e-01,3.207999690091223322e-01,2.510520393013572216e-01,2.152812072243030228e-01,1.993413747613551057e-01,1.499175046621860352e-01,1.164245376179952468e-01,8.139405456425270746e-02,6.938974731244895722e-02,5.761098313346375149e-02,4.219608892496033020e-02,3.126849067226176310e-02
9.000000000000000000e+00,1.000000000000000000e+00,8.652868860734741485e-01,7.533654191376811804e-01,6.863085687949009861e-01,6.265244141070995809e-01,5.715822470986641202e-01,5.148042126646045213e-01,4.524856953431730111e-01,4.059095372047492600e-01,3.787413131385522491e-01,3.343255530576676460e-01,2.469714184279014346e-01,2.065600972476328567e-01,1.670816092604669456e-01,1.262865600040111724e-01,1.008943502578845408e-01
1.000000000000000000e+01,1.000000000000000000e+00,8.216300747741810406e-01,6.210324312382343726e-01,5.323022113415118994e-01,4.112174811416034470e-01,3.378062992813557486e-01,2.711713205847007258e-01,2.306842557073807976e-01,1.815579434424860750e-01,1.583993357782984834e-01,1.120704424991222636e-01,9.494057189476411140e-02,5.841688050665348048e-02,3.661614282970929168e-02,2.412464969064382833e-02,5.587646684943420317e-02
