Name,Field,Squid_x,Squid_y,Squid_z
34,20,1.68E-06,-3.77E-06,3.04E-05
34,25,1.37E-06,-3.58E-06,2.78E-05
34,30,1.17E-06,-3.45E-06,2.56E-05
34,35,1.10E-06,-2.91E-06,2.34E-05
34,40,1.06E-06,-2.93E-06,2.18E-05
34,45,8.97E-07,-2.86E-06,1.97E-05
34,50,9.34E-07,-2.30E-06,1.82E-05
34,60,7.75E-07,-2.10E-06,1.50E-05
34,70,1.09E-06,-1.72E-06,1.24E-05
34,80,9.09E-07,-1.36E-06,1.01E-05
34,90,8.33E-07,-1.39E-06,8.12E-06
34,100,6.80E-07,-1.01E-06,6.40E-06
35,0,1.87E-05,-5.50E-06,4.23E-05
35,5,1.08E-05,-3.48E-06,4.02E-05
35,10,3.99E-06,-2.93E-06,3.70E-05
35,15,1.96E-06,-2.93E-06,3.40E-05
35,20,1.26E-06,-3.02E-06,3.16E-05
35,25,9.81E-07,-2.70E-06,2.91E-05
35,30,8.22E-07,-2.62E-06,2.68E-05
35,35,8.73E-07,-2.50E-06,2.44E-05
35,40,9.52E-07,-2.37E-06,2.28E-05
35,45,7.44E-07,-2.14E-06,2.09E-05
35,50,5.73E-07,-2.11E-06,1.90E-05
35,60,5.47E-07,-2.09E-06,1.57E-05
35,70,5.87E-07,-1.38E-06,1.26E-05
35,80,3.71E-07,-1.22E-06,1.04E-05
35,90,3.34E-07,-9.72E-07,8.24E-06
35,100,2.76E-07,-5.93E-07,6.40E-06
36,0,9.90E-07,-1.71E-06,3.29E-05
36,5,-5.68E-07,-1.43E-06,3.04E-05
36,10,-1.72E-06,-8.82E-07,2.74E-05
36,15,-1.82E-06,-8.32E-07,2.52E-05
36,20,-1.72E-06,-8.11E-07,2.31E-05
36,25,-1.49E-06,-7.42E-07,2.11E-05
36,30,-1.50E-06,-6.78E-07,1.91E-05
36,35,-1.20E-06,-7.39E-07,1.75E-05
36,40,-1.12E-06,-5.72E-07,1.61E-05
36,45,-1.14E-06,-3.49E-07,1.48E-05
36,50,-7.99E-07,-3.94E-07,1.31E-05
36,60,-8.66E-07,-6.04E-07,1.08E-05
36,70,-4.21E-07,-3.36E-07,8.75E-06
36,80,-3.61E-07,-1.49E-07,6.89E-06
36,90,-1.32E-07,-2.23E-07,5.29E-06
36,100,-9.83E-08,-3.97E-07,4.47E-06
37,0,1.88E-06,3.45E-06,2.50E-05
37,5,-6.48E-07,2.90E-06,2.44E-05
37,10,-1.39E-06,2.00E-06,2.22E-05
37,15,-1.23E-06,1.60E-06,2.01E-05
37,20,-9.68E-07,1.20E-06,1.81E-05
37,25,-7.05E-07,1.09E-06,1.63E-05
37,30,-4.92E-07,1.17E-06,1.44E-05
37,35,-4.11E-07,9.14E-07,1.28E-05
37,40,-2.75E-07,9.23E-07,1.17E-05
37,45,-2.68E-07,9.70E-07,1.02E-05
37,50,-2.34E-07,7.78E-07,9.16E-06
37,60,2.38E-08,6.60E-07,7.51E-06
37,70,-7.22E-08,4.73E-07,5.61E-06
37,80,1.60E-07,4.57E-07,4.50E-06
37,90,8.34E-08,6.43E-07,3.34E-06
37,100,2.23E-07,5.31E-07,2.69E-06
38,0,2.26E-06,2.55E-06,3.15E-05
38,5,-1.76E-06,2.35E-06,2.93E-05
38,10,-3.83E-06,1.48E-06,2.66E-05
38,15,-3.84E-06,1.01E-06,2.41E-05
38,20,-3.53E-06,6.93E-07,2.18E-05
38,25,-2.94E-06,6.39E-07,1.95E-05
38,30,-2.47E-06,6.48E-07,1.73E-05
38,35,-2.18E-06,5.41E-07,1.53E-05
38,40,-1.91E-06,5.42E-07,1.40E-05
38,45,-1.78E-06,3.73E-07,1.24E-05
38,50,-1.41E-06,3.59E-07,1.11E-05
38,60,-9.31E-07,4.29E-07,8.88E-06
38,70,-7.60E-07,2.56E-07,7.09E-06
38,80,-6.24E-07,2.60E-07,5.85E-06
38,90,-3.47E-07,1.92E-07,4.69E-06
38,100,-2.19E-07,3.92E-07,3.67E-06
39,0,-3.13E-06,1.43E-06,2.92E-05
39,5,-3.48E-06,1.24E-06,2.66E-05
39,10,-3.59E-06,1.13E-06,2.37E-05
39,15,-3.18E-06,9.17E-07,2.12E-05
39,20,-2.70E-06,7.32E-07,1.89E-05
39,25,-2.19E-06,8.06E-07,1.68E-05
39,30,-1.94E-06,7.53E-07,1.47E-05
39,35,-1.56E-06,7.51E-07,1.29E-05
39,40,-1.31E-06,7.76E-07,1.17E-05
39,45,-9.46E-07,6.50E-07,1.03E-05
39,50,-8.81E-07,5.27E-07,9.05E-06
39,60,-3.82E-07,6.10E-07,7.17E-06
39,70,-1.93E-07,5.28E-07,5.24E-06
39,80,-6.19E-08,6.12E-07,4.29E-06
39,90,1.47E-07,4.73E-07,3.63E-06
39,100,1.85E-07,4.32E-07,2.77E-06
40,0,7.46E-06,6.46E-06,1.53E-05
40,5,3.36E-06,6.72E-06,1.42E-05
40,10,7.11E-07,5.56E-06,1.21E-05
40,15,2.84E-07,4.71E-06,1.05E-05
40,20,3.20E-07,4.37E-06,9.15E-06
40,25,4.14E-07,3.85E-06,7.81E-06
40,30,4.78E-07,3.61E-06,6.82E-06
40,35,5.66E-07,3.39E-06,5.96E-06
40,40,5.30E-07,3.02E-06,5.26E-06
40,45,5.81E-07,2.69E-06,4.39E-06
40,50,7.50E-07,2.75E-06,3.65E-06
40,60,7.96E-07,2.31E-06,2.39E-06
40,70,5.61E-07,2.09E-06,1.31E-06
40,80,9.92E-07,1.66E-06,7.85E-07
40,90,8.95E-07,1.24E-06,2.56E-07
40,100,6.68E-07,1.20E-06,-1.70E-07
41,0,1.29E-05,-3.29E-06,2.86E-05
41,5,9.52E-06,-1.51E-06,2.61E-05
41,10,4.96E-06,5.87E-08,2.25E-05
41,15,3.19E-06,5.63E-07,1.98E-05
41,20,2.53E-06,7.21E-07,1.76E-05
41,25,2.02E-06,8.82E-07,1.57E-05
41,30,1.91E-06,9.17E-07,1.36E-05
41,35,1.74E-06,9.85E-07,1.21E-05
41,40,1.62E-06,8.54E-07,1.10E-05
41,45,1.76E-06,8.55E-07,9.65E-06
41,50,1.59E-06,7.74E-07,8.61E-06
41,60,1.39E-06,8.50E-07,6.84E-06
41,70,1.28E-06,2.74E-07,5.13E-06
41,80,1.28E-06,2.49E-07,4.00E-06
41,90,1.04E-06,4.70E-07,3.01E-06
41,100,9.22E-07,5.58E-07,2.41E-06
42,0,-1.37E-08,2.38E-06,2.14E-05
42,5,7.53E-08,2.41E-06,2.03E-05
42,10,-7.65E-08,2.11E-06,1.74E-05
42,15,1.10E-07,1.98E-06,1.52E-05
42,20,2.17E-07,1.80E-06,1.33E-05
42,25,3.77E-07,1.68E-06,1.16E-05
42,30,6.41E-07,1.62E-06,9.70E-06
42,35,7.89E-07,1.62E-06,8.45E-06
42,40,8.27E-07,1.58E-06,7.44E-06
42,45,7.31E-07,1.16E-06,6.54E-06
42,50,7.31E-07,1.11E-06,5.45E-06
42,60,8.66E-07,9.99E-07,4.33E-06
42,70,1.01E-06,8.99E-07,3.37E-06
42,80,1.09E-06,6.29E-07,2.31E-06
42,90,9.01E-07,5.24E-07,1.44E-06
42,100,8.34E-07,3.25E-07,1.11E-06
43,0,1.57E-05,-3.45E-07,1.74E-05
43,5,1.06E-05,1.19E-06,1.68E-05
43,10,5.68E-06,1.06E-06,1.42E-05
43,15,4.54E-06,5.33E-07,1.21E-05
43,20,4.12E-06,3.58E-07,1.04E-05
43,25,3.90E-06,3.41E-07,8.90E-06
43,30,3.50E-06,3.36E-07,7.51E-06
43,35,3.20E-06,3.72E-07,6.35E-06
43,40,2.88E-06,4.78E-07,5.58E-06
43,45,2.84E-06,4.58E-07,4.50E-06
43,50,2.66E-06,3.68E-07,3.89E-06
43,60,2.24E-06,4.71E-07,2.78E-06
43,70,2.01E-06,4.79E-07,1.79E-06
43,80,1.67E-06,2.60E-07,1.31E-06
43,90,1.58E-06,2.48E-07,6.62E-07
43,100,1.28E-06,4.51E-07,3.02E-07
44,0,6.39E-06,6.95E-07,2.42E-05
44,5,4.44E-06,1.58E-06,2.18E-05
44,10,2.47E-06,1.75E-06,1.84E-05
44,15,1.92E-06,1.59E-06,1.59E-05
44,20,1.92E-06,1.37E-06,1.40E-05
44,25,1.80E-06,1.20E-06,1.21E-05
44,30,1.64E-06,1.11E-06,1.02E-05
44,35,1.59E-06,1.02E-06,8.69E-06
44,40,1.81E-06,9.41E-07,7.86E-06
44,45,1.79E-06,8.47E-07,6.68E-06
44,50,1.79E-06,6.92E-07,5.73E-06
44,60,1.56E-06,5.56E-07,4.27E-06
44,70,1.62E-06,3.79E-07,3.28E-06
44,80,1.13E-06,3.17E-07,2.35E-06
44,90,1.08E-06,3.04E-07,1.66E-06
44,100,1.27E-06,3.26E-07,9.53E-07
45,0,4.04E-06,1.19E-06,1.95E-05
45,5,3.31E-06,1.65E-06,1.92E-05
45,10,2.01E-06,1.39E-06,1.71E-05
45,15,1.82E-06,1.26E-06,1.52E-05
45,20,1.62E-06,1.12E-06,1.36E-05
45,25,1.47E-06,1.04E-06,1.19E-05
45,30,1.40E-06,1.00E-06,1.01E-05
45,35,1.47E-06,9.41E-07,8.86E-06
45,40,1.63E-06,8.69E-07,7.85E-06
45,45,1.59E-06,7.04E-07,6.87E-06
45,50,1.37E-06,7.23E-07,6.09E-06
45,60,1.41E-06,5.06E-07,4.80E-06
45,70,9.95E-07,5.77E-07,3.65E-06
45,80,1.15E-06,5.41E-07,3.18E-06
45,90,9.89E-07,3.31E-07,2.06E-06
45,100,8.88E-07,4.78E-07,1.38E-06
46,0,3.57E-06,1.91E-06,3.99E-05
46,5,1.27E-06,2.37E-06,3.78E-05
46,10,-7.28E-07,1.83E-06,3.38E-05
46,15,-8.39E-07,1.29E-06,3.09E-05
46,20,-5.56E-07,1.14E-06,2.80E-05
46,25,-5.56E-07,1.28E-06,2.56E-05
46,30,-2.00E-07,1.10E-06,2.29E-05
46,35,-4.76E-08,1.17E-06,2.10E-05
46,40,-1.33E-07,1.17E-06,1.93E-05
46,45,9.92E-08,1.06E-06,1.75E-05
46,50,1.11E-07,9.46E-07,1.58E-05
46,60,4.52E-07,7.16E-07,1.30E-05
46,70,3.68E-07,6.73E-07,1.08E-05
46,80,4.48E-07,7.40E-07,9.16E-06
46,90,4.50E-07,6.77E-07,7.50E-06
46,100,5.20E-07,7.74E-07,5.96E-06
47,0,-2.54E-06,4.49E-06,4.70E-05
47,5,-2.64E-06,4.92E-06,4.56E-05
47,10,-2.50E-06,4.86E-06,4.23E-05
47,15,-2.11E-06,4.54E-06,3.90E-05
47,20,-1.86E-06,4.17E-06,3.61E-05
47,25,-1.57E-06,3.85E-06,3.34E-05
47,30,-1.25E-06,3.63E-06,3.07E-05
47,35,-9.11E-07,3.25E-06,2.84E-05
47,40,-8.40E-07,3.09E-06,2.65E-05
47,45,-5.21E-07,2.79E-06,2.46E-05
47,50,-4.97E-08,2.59E-06,2.27E-05
47,60,5.37E-08,2.26E-06,1.95E-05
47,70,2.10E-07,1.91E-06,1.66E-05
47,80,3.54E-07,1.67E-06,1.45E-05
47,90,5.81E-07,1.39E-06,1.22E-05
47,100,6.89E-07,1.21E-06,1.02E-05
48,0,1.39E-05,-2.51E-06,3.75E-05
48,5,1.14E-05,-1.21E-06,3.81E-05
48,10,7.89E-06,1.62E-07,3.67E-05
48,15,6.34E-06,6.66E-07,3.45E-05
48,20,5.58E-06,7.85E-07,3.22E-05
48,25,5.20E-06,9.37E-07,3.02E-05
48,30,4.95E-06,8.63E-07,2.80E-05
48,35,4.61E-06,9.04E-07,2.60E-05
48,40,4.38E-06,7.76E-07,2.47E-05
48,45,4.09E-06,5.45E-07,2.29E-05
48,50,3.88E-06,5.05E-07,2.09E-05
48,60,3.37E-06,3.88E-07,1.82E-05
48,70,3.13E-06,3.78E-07,1.56E-05
48,80,2.67E-06,4.09E-07,1.36E-05
48,90,2.39E-06,5.38E-07,1.15E-05
48,100,1.95E-06,4.14E-07,9.80E-06
49,0,4.47E-06,9.65E-07,5.83E-05
49,5,2.63E-06,1.43E-06,5.56E-05
49,10,1.59E-06,1.05E-06,5.11E-05
49,15,1.70E-06,6.81E-07,4.70E-05
49,20,1.82E-06,4.44E-07,4.35E-05
49,25,1.97E-06,6.28E-07,4.01E-05
49,30,1.89E-06,2.64E-07,3.67E-05
49,35,1.68E-06,4.37E-07,3.36E-05
49,40,2.07E-06,1.59E-07,3.16E-05
49,45,2.12E-06,9.30E-08,2.89E-05
49,50,2.12E-06,-1.78E-08,2.66E-05
49,60,2.03E-06,3.33E-08,2.24E-05
49,70,1.99E-06,2.65E-07,1.82E-05
49,80,2.18E-06,9.77E-08,1.54E-05
49,90,1.62E-06,2.19E-07,1.27E-05
49,100,1.53E-06,1.56E-07,1.03E-05
50,0,-2.54E-06,3.83E-06,3.32E-05
50,5,-2.16E-06,3.90E-06,3.28E-05
50,10,-1.81E-06,3.55E-06,2.92E-05
50,15,-1.21E-06,3.16E-06,2.62E-05
50,20,-5.19E-07,2.97E-06,2.41E-05
50,25,-5.40E-08,2.63E-06,2.20E-05
50,30,1.94E-07,2.39E-06,2.00E-05
50,35,2.19E-07,2.13E-06,1.81E-05
50,40,3.20E-07,2.12E-06,1.69E-05
50,45,3.90E-07,1.76E-06,1.55E-05
50,50,5.10E-07,1.43E-06,1.40E-05
50,60,5.50E-07,1.27E-06,1.19E-05
50,70,4.40E-07,1.09E-06,9.81E-06
50,80,6.16E-07,1.10E-06,7.97E-06
50,90,5.65E-07,8.57E-07,6.31E-06
50,100,5.90E-07,6.90E-07,5.23E-06
51,0,3.26E-05,-2.22E-07,2.97E-05
51,5,3.07E-05,1.39E-06,2.81E-05
51,10,2.85E-05,3.34E-06,2.46E-05
51,15,2.84E-05,4.30E-06,2.15E-05
51,20,2.92E-05,4.21E-06,1.89E-05
51,25,3.01E-05,2.97E-06,1.69E-05
51,30,3.45E-05,-1.98E-06,1.46E-05
51,35,3.57E-05,-2.96E-06,1.30E-05
51,40,3.64E-05,-4.59E-06,1.16E-05
51,45,3.53E-05,-6.51E-06,1.05E-05
51,50,3.51E-05,-7.09E-06,9.16E-06
51,60,2.65E-05,-5.79E-06,7.84E-06
51,70,3.54E-05,-1.87E-06,4.88E-06
51,80,3.08E-05,1.35E-06,3.72E-06
51,90,2.48E-05,7.91E-06,2.61E-06
51,100,1.37E-05,7.43E-06,2.74E-06
52,0,-3.64E-06,3.59E-06,3.15E-05
52,5,-2.77E-06,3.31E-06,3.00E-05
52,10,-2.21E-06,2.69E-06,2.64E-05
52,15,-1.84E-06,2.38E-06,2.38E-05
52,20,-1.39E-06,2.00E-06,2.17E-05
52,25,-1.05E-06,1.88E-06,1.95E-05
52,30,-7.64E-07,1.69E-06,1.76E-05
52,35,-6.82E-07,1.63E-06,1.59E-05
52,40,-4.45E-07,1.52E-06,1.48E-05
52,45,-1.60E-07,1.32E-06,1.34E-05
52,50,2.11E-08,1.08E-06,1.19E-05
52,60,1.54E-07,1.04E-06,9.79E-06
52,70,1.31E-07,7.49E-07,7.90E-06
52,80,2.30E-07,5.43E-07,6.48E-06
52,90,4.24E-07,5.53E-07,5.27E-06
52,100,4.40E-07,2.55E-07,4.45E-06
53,0,9.25E-06,2.01E-08,3.01E-05
53,5,4.59E-06,1.58E-06,2.84E-05
53,10,2.37E-07,1.97E-06,2.43E-05
53,15,-7.56E-07,1.79E-06,2.12E-05
53,20,-8.34E-07,1.70E-06,1.88E-05
53,25,-8.12E-07,1.45E-06,1.68E-05
53,30,-6.61E-07,1.41E-06,1.49E-05
53,35,-5.45E-07,1.23E-06,1.34E-05
53,40,-4.26E-07,1.18E-06,1.22E-05
53,45,-3.13E-07,1.15E-06,1.10E-05
53,50,1.00E-09,1.11E-06,9.79E-06
53,60,-5.51E-08,9.85E-07,7.67E-06
53,70,2.33E-07,6.62E-07,6.28E-06
53,80,3.93E-07,6.72E-07,4.92E-06
53,90,3.51E-07,5.14E-07,3.75E-06
53,100,7.57E-07,4.64E-07,3.13E-06
54,0,6.27E-06,3.18E-07,3.94E-05
54,5,4.55E-06,1.05E-06,3.73E-05
54,10,2.90E-06,1.49E-06,3.24E-05
54,15,2.30E-06,1.46E-06,2.85E-05
54,20,2.19E-06,1.41E-06,2.53E-05
54,25,2.04E-06,1.26E-06,2.28E-05
54,30,1.89E-06,1.45E-06,2.06E-05
54,35,1.75E-06,1.37E-06,1.84E-05
54,40,1.84E-06,1.08E-06,1.72E-05
54,45,1.86E-06,1.04E-06,1.52E-05
54,50,1.48E-06,1.06E-06,1.36E-05
54,60,1.47E-06,1.01E-06,1.11E-05
54,70,1.20E-06,7.59E-07,8.53E-06
54,80,7.37E-07,5.62E-07,7.20E-06
54,90,8.10E-07,1.74E-07,5.31E-06
54,100,5.62E-07,4.06E-07,4.43E-06
55,0,-1.01E-06,5.55E-06,3.69E-05
55,5,-8.16E-07,5.57E-06,3.60E-05
55,10,-5.21E-07,5.00E-06,3.19E-05
55,15,-1.82E-07,4.57E-06,2.87E-05
55,20,-2.75E-08,4.05E-06,2.61E-05
55,25,1.15E-07,3.77E-06,2.38E-05
55,30,1.76E-07,3.47E-06,2.18E-05
55,35,3.51E-07,3.04E-06,2.00E-05
55,40,4.02E-07,2.74E-06,1.85E-05
55,45,3.11E-07,2.72E-06,1.68E-05
55,50,5.52E-07,2.34E-06,1.53E-05
55,60,4.95E-07,1.90E-06,1.27E-05
55,70,5.57E-07,1.65E-06,1.05E-05
55,80,8.40E-07,1.20E-06,8.68E-06
55,90,7.38E-07,1.07E-06,7.23E-06
55,100,6.68E-07,8.74E-07,5.82E-06
56,0,1.40E-05,-6.95E-07,4.58E-05
56,5,1.04E-05,1.23E-06,4.31E-05
56,10,5.43E-06,2.84E-06,3.81E-05
56,15,3.34E-06,3.16E-06,3.46E-05
56,20,2.32E-06,3.13E-06,3.15E-05
56,25,1.76E-06,3.36E-06,2.90E-05
56,30,1.59E-06,2.97E-06,2.65E-05
56,35,1.50E-06,2.87E-06,2.42E-05
56,40,1.55E-06,2.79E-06,2.26E-05
56,45,1.57E-06,2.67E-06,2.08E-05
56,50,1.30E-06,2.39E-06,1.88E-05
56,60,1.58E-06,2.04E-06,1.56E-05
56,70,1.21E-06,1.88E-06,1.28E-05
56,80,1.21E-06,1.26E-06,1.06E-05
56,90,9.51E-07,9.86E-07,8.40E-06
56,100,1.52E-06,6.43E-07,6.69E-06
57,0,5.61E-07,1.73E-06,2.40E-05
57,5,1.10E-06,2.05E-06,2.23E-05
57,10,7.41E-07,1.99E-06,1.90E-05
57,15,3.65E-07,1.96E-06,1.66E-05
57,20,4.57E-07,1.81E-06,1.47E-05
57,25,3.91E-07,1.80E-06,1.31E-05
57,30,3.23E-07,1.52E-06,1.17E-05
57,35,2.81E-07,1.47E-06,1.03E-05
57,40,4.90E-07,1.21E-06,9.21E-06
57,45,4.30E-07,1.06E-06,8.27E-06
57,50,4.67E-07,9.56E-07,7.08E-06
57,60,3.43E-07,7.14E-07,5.58E-06
57,70,5.20E-07,6.06E-07,4.66E-06
57,80,2.86E-07,5.11E-07,3.57E-06
57,90,2.68E-07,1.62E-07,2.90E-06
57,100,1.35E-07,1.22E-07,2.17E-06
58,0,4.28E-06,4.75E-07,1.44E-05
58,5,1.83E-06,9.07E-07,1.35E-05
58,10,-6.13E-08,4.63E-07,1.08E-05
58,15,-3.83E-07,2.22E-07,9.04E-06
58,20,-4.44E-07,1.12E-07,7.54E-06
58,25,-4.36E-07,6.59E-08,6.44E-06
58,30,-2.99E-07,-5.65E-09,5.34E-06
58,35,-2.07E-07,4.07E-08,4.55E-06
58,40,-2.98E-08,-1.27E-07,3.90E-06
58,45,-2.74E-07,-1.10E-07,3.24E-06
58,50,-1.86E-07,9.15E-10,2.69E-06
58,60,-7.21E-08,-2.84E-08,1.76E-06
58,70,2.74E-08,3.39E-08,8.84E-07
58,80,1.16E-07,-9.11E-08,4.75E-07
58,90,3.25E-07,-3.29E-08,4.84E-07
58,100,1.95E-07,1.67E-07,-1.68E-09
59,0,1.04E-05,9.71E-06,3.42E-05
59,5,1.07E-05,9.24E-06,3.15E-05
59,10,1.04E-05,8.75E-06,2.80E-05
59,15,1.05E-05,8.42E-06,2.55E-05
59,20,1.21E-05,9.49E-06,2.24E-05
59,25,1.40E-05,1.16E-05,1.50E-05
59,30,1.46E-05,1.16E-05,1.39E-05
59,35,1.48E-05,1.13E-05,1.39E-05
59,40,1.20E-05,8.96E-06,1.34E-05
59,45,1.27E-05,7.30E-06,1.92E-05
59,50,1.50E-05,8.39E-06,1.92E-05
59,60,7.49E-06,2.17E-06,2.14E-05
59,70,2.67E-05,1.46E-05,1.82E-05
59,80,5.09E-06,-7.57E-07,2.23E-05
59,90,3.24E-05,2.30E-05,1.50E-05
59,100,-1.73E-05,-1.40E-05,1.38E-05
60,0,1.34E-05,-6.46E-06,1.46E-05
60,5,1.06E-05,-4.76E-06,1.42E-05
60,10,6.66E-06,-2.74E-06,1.25E-05
60,15,4.74E-06,-1.72E-06,1.10E-05
60,20,3.75E-06,-1.33E-06,9.77E-06
60,25,3.05E-06,-1.01E-06,8.57E-06
60,30,2.77E-06,-9.67E-07,7.56E-06
60,35,2.58E-06,-7.44E-07,6.79E-06
60,40,2.51E-06,-7.17E-07,6.07E-06
60,45,2.09E-06,-5.63E-07,5.43E-06
60,50,2.02E-06,-4.18E-07,4.74E-06
60,60,1.61E-06,-3.63E-07,3.82E-06
60,70,1.41E-06,-4.23E-07,2.71E-06
60,80,1.27E-06,-2.36E-07,2.05E-06
60,90,1.19E-06,-3.60E-07,1.78E-06
60,100,1.19E-06,-2.50E-07,1.38E-06
61,0,2.20E-05,-4.63E-06,1.59E-05
61,5,1.29E-05,-2.49E-06,1.21E-05
61,10,6.26E-06,-1.89E-06,7.87E-06
61,15,3.42E-06,-2.15E-06,5.53E-06
61,20,2.52E-06,-2.36E-06,3.79E-06
61,25,2.18E-06,-2.05E-06,2.70E-06
61,30,1.61E-06,-2.21E-06,1.94E-06
61,35,1.67E-06,-1.99E-06,9.94E-07
61,40,1.27E-06,-2.09E-06,6.85E-07
61,45,1.85E-06,-2.10E-06,2.86E-08
61,50,1.06E-06,-2.26E-06,-7.39E-07
61,60,1.12E-06,-1.87E-06,-8.63E-07
61,70,1.55E-06,-1.72E-06,-1.50E-06
61,80,9.02E-07,-1.67E-06,-1.89E-06
61,90,8.68E-07,-9.91E-07,-2.04E-06
61,100,5.40E-07,-6.03E-07,-1.98E-06
62,0,-9.01E-06,1.04E-05,1.28E-05
62,5,-6.45E-06,6.77E-06,9.45E-06
62,10,-6.33E-06,5.35E-06,5.76E-06
62,15,-5.60E-06,4.82E-06,3.67E-06
62,20,-5.06E-06,4.03E-06,2.79E-06
62,25,-4.72E-06,3.49E-06,1.62E-06
62,30,-4.31E-06,3.44E-06,1.16E-06
62,35,-3.89E-06,3.49E-06,1.27E-06
62,40,-3.35E-06,3.51E-06,1.03E-06
62,45,-2.70E-06,2.96E-06,1.11E-06
62,50,-2.89E-06,1.74E-06,-4.23E-07
62,60,-2.07E-06,1.72E-06,-1.49E-07
62,70,-8.91E-07,1.69E-06,-3.41E-07
62,80,-9.90E-07,1.65E-06,-3.78E-07
62,90,2.48E-07,2.35E-07,-1.01E-06
62,100,2.08E-07,3.25E-07,-1.13E-06
63,0,7.67E-06,-3.07E-06,-9.62E-06
63,5,2.91E-06,-2.41E-06,-1.14E-05
63,10,2.72E-07,-2.97E-06,-1.43E-05
63,15,1.67E-07,-3.34E-06,-1.55E-05
63,20,9.49E-08,-3.24E-06,-1.58E-05
63,25,1.11E-07,-3.30E-06,-1.57E-05
63,30,9.75E-08,-3.16E-06,-1.53E-05
63,35,2.43E-07,-3.15E-06,-1.48E-05
63,40,8.96E-08,-2.76E-06,-1.43E-05
63,45,2.63E-07,-2.91E-06,-1.39E-05
63,50,2.08E-07,-2.85E-06,-1.31E-05
63,60,3.64E-07,-2.69E-06,-1.18E-05
63,70,3.13E-07,-1.94E-06,-1.01E-05
63,80,1.71E-07,-1.76E-06,-8.87E-06
63,90,5.80E-07,-1.75E-06,-8.25E-06
63,100,2.55E-07,-1.15E-06,-6.82E-06
64,0,1.69E-05,-3.31E-06,3.61E-05
64,5,1.16E-05,-4.49E-07,3.05E-05
64,10,7.39E-06,1.26E-06,2.52E-05
64,15,5.52E-06,1.96E-06,2.19E-05
64,20,4.99E-06,1.98E-06,1.95E-05
64,25,4.48E-06,2.08E-06,1.76E-05
64,30,4.36E-06,2.18E-06,1.58E-05
64,35,4.06E-06,1.64E-06,1.39E-05
64,40,3.98E-06,1.66E-06,1.30E-05
64,45,3.52E-06,1.84E-06,1.15E-05
64,50,3.55E-06,1.61E-06,9.94E-06
64,60,3.26E-06,1.19E-06,7.47E-06
64,70,2.36E-06,9.11E-07,5.78E-06
64,80,2.29E-06,1.01E-06,4.44E-06
64,90,2.47E-06,5.60E-07,2.70E-06
64,100,1.75E-06,5.01E-07,1.97E-06
65,0,2.56E-06,-6.04E-07,6.68E-06
65,5,1.79E-06,9.56E-08,6.11E-06
65,10,8.66E-07,5.34E-08,4.13E-06
65,15,7.48E-07,-8.60E-08,2.93E-06
65,20,5.69E-07,-2.39E-07,2.05E-06
65,25,6.11E-07,-2.76E-07,1.29E-06
65,30,8.10E-07,-3.06E-07,1.02E-06
65,35,8.82E-07,-3.06E-07,6.74E-07
65,40,6.91E-07,-2.93E-07,3.70E-07
65,45,6.33E-07,-1.74E-07,2.35E-07
65,50,7.45E-07,-2.81E-07,1.07E-07
65,60,7.11E-07,-5.26E-07,-2.69E-07
65,70,6.00E-07,-3.11E-07,-3.79E-07
65,80,5.13E-07,-3.86E-07,-5.49E-07
65,90,7.00E-08,-1.62E-07,-4.31E-07
65,100,4.06E-07,-1.08E-07,-9.03E-07
66,0,2.93E-06,-9.48E-07,1.43E-05
66,5,-2.19E-07,-4.83E-08,1.25E-05
66,10,-1.76E-06,-4.24E-07,9.55E-06
66,15,-1.66E-06,-5.86E-07,7.80E-06
66,20,-1.47E-06,-4.92E-07,6.57E-06
66,25,-1.09E-06,-3.95E-07,5.68E-06
66,30,-9.92E-07,-6.37E-07,4.65E-06
66,35,-9.57E-07,-6.27E-07,4.07E-06
66,40,-8.72E-07,-3.58E-07,3.36E-06
66,45,-7.46E-07,-6.56E-07,2.84E-06
66,50,-5.18E-07,-3.43E-07,2.42E-06
66,60,-7.02E-08,-2.33E-07,1.68E-06
66,70,-9.55E-08,-3.02E-07,9.79E-07
66,80,-2.04E-07,-2.17E-07,4.44E-07
66,90,1.08E-07,-1.02E-07,2.82E-08
66,100,4.93E-07,1.34E-07,-7.76E-08
67,0,-4.17E-06,-5.33E-07,2.03E-05
67,5,-3.47E-06,5.20E-07,1.79E-05
67,10,-3.07E-06,2.03E-07,1.51E-05
67,15,-2.55E-06,-1.15E-07,1.31E-05
67,20,-2.40E-06,-2.23E-07,1.15E-05
67,25,-2.01E-06,-2.19E-07,1.10E-05
67,30,-1.72E-06,-8.90E-07,9.87E-06
67,35,-1.07E-06,-2.80E-07,8.01E-06
67,40,-9.38E-07,1.55E-07,7.51E-06
67,45,-1.03E-06,-6.29E-07,6.90E-06
67,50,-7.51E-07,-7.74E-07,6.12E-06
67,60,2.16E-09,-1.04E-08,4.65E-06
67,70,-4.06E-07,-7.46E-07,4.38E-06
67,80,-3.77E-08,4.08E-07,2.34E-06
67,90,5.67E-07,-3.76E-07,2.52E-06
67,100,5.54E-07,-8.36E-07,1.62E-06
68,0,3.59E-06,2.50E-06,1.69E-05
68,5,1.35E-06,2.56E-06,1.68E-05
68,10,3.10E-07,2.07E-06,1.44E-05
68,15,3.71E-07,1.62E-06,1.29E-05
68,20,3.34E-07,1.34E-06,1.16E-05
