Name,Field,Squid_x,Squid_y,Squid_z
101,80,1.59E-06,-6.11E-07,-3.06E-06
101,90,2.98E-06,-7.00E-07,-3.23E-06
101,100,2.80E-06,-3.53E-07,-2.96E-06
102,0,3.47E-05,-1.22E-05,4.14E-06
102,5,2.27E-05,-5.38E-06,-1.55E-05
102,10,1.31E-05,-1.10E-06,-2.50E-05
102,15,9.37E-06,4.51E-07,-2.67E-05
102,20,7.66E-06,7.16E-07,-2.65E-05
102,25,6.76E-06,5.70E-07,-2.51E-05
102,30,5.75E-06,3.16E-07,-2.20E-05
102,35,4.49E-06,4.97E-07,-2.02E-05
102,40,4.21E-06,1.56E-07,-1.79E-05
102,45,3.24E-06,5.02E-07,-1.60E-05
102,50,2.90E-06,8.25E-08,-1.39E-05
102,60,1.78E-06,-8.11E-08,-1.03E-05
102,70,1.45E-06,9.00E-08,-8.48E-06
102,80,1.04E-06,2.49E-07,-6.37E-06
102,90,6.80E-07,2.32E-07,-5.31E-06
102,100,1.19E-06,8.00E-08,-4.93E-06
103,0,6.57E-05,-8.65E-06,-1.83E-05
103,5,3.09E-05,2.32E-06,-2.68E-05
103,10,1.06E-05,3.41E-06,-3.13E-05
103,15,6.73E-06,2.05E-06,-3.19E-05
103,20,5.41E-06,1.61E-06,-3.06E-05
103,25,4.70E-06,1.27E-06,-2.81E-05
103,30,3.74E-06,1.17E-06,-2.54E-05
103,35,2.89E-06,9.10E-07,-2.25E-05
103,40,2.55E-06,8.78E-07,-2.08E-05
103,45,2.72E-06,5.95E-07,-1.80E-05
103,50,1.96E-06,6.64E-07,-1.60E-05
103,60,1.02E-06,5.51E-07,-1.19E-05
103,70,1.96E-07,5.14E-07,-8.89E-06
103,80,1.10E-06,6.28E-09,-7.45E-06
103,90,1.58E-06,1.23E-07,-6.31E-06
103,100,1.54E-06,7.76E-08,-5.46E-06
104,0,6.86E-05,-3.82E-05,1.83E-05
104,5,4.69E-05,-2.11E-05,-6.86E-06
104,10,2.61E-05,-9.92E-06,-2.00E-05
104,15,1.78E-05,-5.94E-06,-2.34E-05
104,20,1.40E-05,-3.97E-06,-2.34E-05
104,25,1.12E-05,-2.79E-06,-2.19E-05
104,30,9.31E-06,-2.02E-06,-2.03E-05
104,35,7.97E-06,-1.48E-06,-1.84E-05
104,40,6.47E-06,-1.20E-06,-1.73E-05
104,45,5.13E-06,-8.75E-07,-1.53E-05
104,50,4.39E-06,-9.57E-07,-1.41E-05
104,60,2.44E-06,-6.12E-07,-1.12E-05
104,70,1.66E-06,-6.91E-07,-8.73E-06
104,80,7.92E-07,-3.45E-07,-7.59E-06
104,90,9.51E-07,-1.63E-07,-6.19E-06
104,100,6.99E-07,-4.24E-07,-5.04E-06
105,0,4.26E-05,-1.54E-05,-1.54E-05
105,5,2.94E-05,-7.60E-06,-2.11E-05
105,10,1.31E-05,-2.41E-06,-2.63E-05
105,15,7.28E-06,-6.08E-07,-2.71E-05
105,20,4.85E-06,-1.40E-08,-2.60E-05
105,25,3.84E-06,6.46E-08,-2.39E-05
105,30,3.08E-06,2.34E-07,-2.20E-05
105,35,2.40E-06,3.52E-07,-2.03E-05
105,40,1.87E-06,3.77E-09,-1.83E-05
105,45,1.28E-06,3.05E-07,-1.64E-05
105,50,8.78E-07,-5.65E-08,-1.44E-05
105,60,6.99E-07,3.13E-07,-1.16E-05
105,70,3.88E-07,9.34E-08,-8.85E-06
105,80,9.95E-08,-3.26E-07,-7.40E-06
105,90,4.03E-07,1.45E-07,-6.35E-06
105,100,3.46E-07,-2.11E-07,-5.53E-06
106,0,7.24E-05,-1.58E-05,-1.22E-05
106,5,4.25E-05,-4.29E-06,-1.70E-05
106,10,1.49E-05,9.95E-07,-2.22E-05
106,15,7.52E-06,1.63E-06,-2.33E-05
106,20,5.13E-06,1.35E-06,-2.29E-05
106,25,3.58E-06,1.38E-06,-2.15E-05
106,30,2.84E-06,1.12E-06,-1.96E-05
106,35,2.17E-06,1.22E-06,-1.81E-05
106,40,2.08E-06,9.85E-07,-1.68E-05
106,45,1.97E-06,1.24E-06,-1.55E-05
106,50,1.49E-06,8.71E-07,-1.38E-05
106,60,6.11E-07,6.05E-07,-1.16E-05
106,70,5.67E-07,6.04E-07,-9.30E-06
106,80,2.67E-07,1.66E-07,-7.48E-06
106,90,1.12E-06,1.66E-07,-6.42E-06
106,100,6.18E-07,2.51E-07,-5.46E-06
107,0,1.50E-05,3.41E-07,4.16E-06
107,5,6.30E-06,3.62E-06,-6.27E-06
107,10,-4.45E-08,3.39E-06,-1.48E-05
107,15,-6.59E-07,2.65E-06,-1.72E-05
107,20,-5.90E-07,2.42E-06,-1.78E-05
107,25,-4.64E-07,1.85E-06,-1.73E-05
107,30,-6.09E-07,1.89E-06,-1.67E-05
107,35,-6.14E-07,1.71E-06,-1.58E-05
107,40,-6.17E-07,1.69E-06,-1.49E-05
107,45,-1.33E-07,1.48E-06,-1.39E-05
107,50,-2.66E-07,7.90E-07,-1.28E-05
107,60,-1.36E-07,1.16E-06,-1.09E-05
107,70,-5.90E-08,1.05E-06,-9.39E-06
107,80,9.64E-09,9.07E-07,-8.32E-06
107,90,-2.22E-07,1.48E-07,-6.62E-06
107,100,-2.74E-07,5.09E-07,-5.90E-06
108,0,3.23E-05,-1.78E-05,-2.27E-05
108,5,2.47E-05,-1.17E-05,-2.45E-05
108,10,1.54E-05,-6.15E-06,-2.72E-05
108,15,1.16E-05,-3.74E-06,-2.74E-05
108,20,9.52E-06,-2.47E-06,-2.66E-05
108,25,8.12E-06,-1.95E-06,-2.50E-05
108,30,6.53E-06,-1.62E-06,-2.32E-05
108,35,5.65E-06,-1.18E-06,-2.13E-05
108,40,4.58E-06,-9.50E-07,-1.97E-05
108,45,3.60E-06,-5.50E-07,-1.80E-05
108,50,2.88E-06,-3.79E-07,-1.63E-05
108,60,2.18E-06,-9.35E-08,-1.38E-05
108,70,1.14E-06,-1.41E-07,-1.19E-05
108,80,1.27E-06,-1.89E-07,-9.40E-06
108,90,5.54E-07,-1.56E-07,-7.69E-06
108,100,5.73E-07,-3.27E-07,-6.42E-06
109,0,5.13E-05,-1.61E-05,7.58E-06
109,5,3.38E-05,-8.41E-06,4.95E-06
109,10,1.63E-05,-2.86E-06,6.45E-07
109,15,1.03E-05,-1.49E-06,-1.44E-06
109,20,7.16E-06,-1.19E-06,-2.49E-06
109,25,5.84E-06,-1.01E-06,-3.09E-06
109,30,4.05E-06,-7.22E-07,-3.69E-06
109,35,3.04E-06,-9.32E-07,-3.60E-06
109,40,2.33E-06,-5.74E-07,-3.77E-06
109,45,2.12E-06,-3.19E-07,-3.63E-06
109,50,1.45E-06,-1.39E-08,-3.72E-06
109,60,9.01E-07,-3.46E-07,-3.09E-06
109,70,6.17E-07,3.78E-07,-3.18E-06
109,80,3.23E-07,3.12E-07,-2.74E-06
109,90,1.50E-07,4.37E-07,-2.19E-06
109,100,-3.07E-07,-1.87E-07,-2.06E-06
110,0,5.72E-06,-3.57E-07,2.19E-05
110,5,2.64E-06,8.10E-07,1.64E-05
110,10,5.66E-07,6.03E-07,1.12E-05
110,15,3.92E-07,4.68E-07,8.34E-06
110,20,5.22E-07,5.48E-07,6.54E-06
110,25,7.91E-07,5.37E-07,5.14E-06
110,30,5.43E-07,5.21E-07,4.01E-06
110,35,2.67E-07,4.21E-07,3.09E-06
110,40,2.36E-07,3.02E-07,2.66E-06
110,45,3.81E-07,1.48E-07,2.05E-06
110,50,7.29E-07,9.37E-08,1.44E-06
110,60,7.94E-07,2.14E-08,7.68E-07
110,70,5.11E-07,-1.43E-07,3.63E-07
110,80,2.86E-07,1.77E-07,7.90E-08
110,90,1.24E-07,3.74E-08,-6.77E-08
110,100,2.88E-07,3.03E-08,-4.92E-07
111,0,9.94E-06,-2.28E-06,-8.79E-06
111,5,4.28E-06,-7.38E-07,-9.01E-06
111,10,4.78E-07,-3.57E-07,-1.06E-05
111,15,-2.50E-08,-3.54E-07,-1.11E-05
111,20,-5.02E-08,-2.47E-07,-1.12E-05
111,25,-1.77E-07,-2.82E-08,-1.11E-05
111,30,1.66E-10,-3.47E-08,-1.08E-05
111,35,-1.98E-07,1.51E-08,-1.08E-05
111,40,-2.39E-08,2.12E-07,-1.04E-05
111,45,1.99E-08,6.66E-08,-1.02E-05
111,50,7.19E-08,3.12E-07,-9.55E-06
111,60,-6.20E-09,2.07E-07,-8.77E-06
111,70,3.22E-08,4.25E-07,-7.76E-06
111,80,-2.03E-07,4.06E-07,-6.91E-06
111,90,-6.59E-08,6.33E-07,-6.07E-06
111,100,-5.56E-07,4.40E-07,-4.99E-06
112,0,3.50E-05,-8.81E-06,-8.17E-06
112,5,2.18E-05,-4.53E-06,-1.25E-05
112,10,9.89E-06,-1.97E-06,-1.60E-05
112,15,6.05E-06,-1.36E-06,-1.70E-05
112,20,4.33E-06,-8.49E-07,-1.69E-05
112,25,3.10E-06,-7.60E-07,-1.65E-05
112,30,2.44E-06,-7.46E-07,-1.60E-05
112,35,2.41E-06,-7.07E-07,-1.55E-05
112,40,1.75E-06,-5.77E-07,-1.51E-05
112,45,1.70E-06,-5.99E-07,-1.46E-05
112,50,1.35E-06,-4.02E-07,-1.40E-05
112,60,9.71E-07,-7.12E-07,-1.28E-05
112,70,4.23E-07,-1.89E-07,-1.13E-05
112,80,2.26E-07,-1.95E-07,-1.02E-05
112,90,2.23E-07,-3.93E-07,-8.59E-06
112,100,3.80E-07,-8.48E-08,-6.85E-06
113,0,8.02E-06,-5.13E-06,-1.62E-05
113,5,3.99E-06,-3.03E-06,-1.84E-05
113,10,7.80E-07,-1.66E-06,-1.98E-05
113,15,-4.61E-07,-1.34E-06,-1.98E-05
113,20,-8.04E-07,-9.37E-07,-1.92E-05
113,25,-8.37E-07,-8.45E-07,-1.84E-05
113,30,-9.74E-07,-7.65E-07,-1.76E-05
113,35,-1.15E-06,-6.82E-07,-1.68E-05
113,40,-1.29E-06,-6.78E-07,-1.62E-05
113,45,-1.11E-06,-7.86E-07,-1.52E-05
113,50,-9.70E-07,-4.58E-07,-1.46E-05
113,60,-1.08E-06,-5.37E-07,-1.28E-05
113,70,-9.44E-07,-4.30E-07,-1.14E-05
113,80,-9.22E-07,-4.98E-07,-9.87E-06
113,90,-3.18E-07,-4.51E-07,-8.47E-06
113,100,-4.03E-07,-5.03E-08,-6.85E-06
114,0,2.77E-05,-9.77E-06,-1.71E-05
114,5,1.33E-05,-4.51E-06,-1.51E-05
114,10,4.82E-06,-2.45E-06,-1.54E-05
114,15,2.11E-06,-1.58E-06,-1.50E-05
114,20,1.07E-06,-1.61E-06,-1.45E-05
114,25,6.00E-07,-1.89E-06,-1.41E-05
114,30,1.22E-06,-1.81E-06,-1.37E-05
114,35,7.68E-07,-1.80E-06,-1.32E-05
114,40,6.61E-07,-1.63E-06,-1.29E-05
114,45,4.00E-07,-1.87E-06,-1.23E-05
114,50,3.73E-07,-1.10E-06,-1.17E-05
114,60,-2.13E-07,-1.76E-06,-1.09E-05
114,70,-1.86E-07,-1.75E-06,-9.33E-06
114,80,2.33E-07,-1.33E-06,-9.14E-06
114,90,1.02E-06,-6.35E-07,-7.47E-06
114,100,8.45E-07,-1.56E-06,-6.24E-06
115,0,3.23E-05,-7.51E-06,1.41E-05
115,5,1.35E-05,-2.43E-06,7.09E-06
115,10,3.58E-06,-1.95E-06,2.06E-06
115,15,1.89E-06,-1.80E-06,2.63E-07
115,20,1.17E-06,-1.97E-06,-1.11E-06
115,25,6.37E-07,-1.54E-06,-2.03E-06
115,30,5.25E-07,-1.69E-06,-2.97E-06
115,35,3.55E-07,-1.17E-06,-3.55E-06
115,40,2.45E-07,-4.11E-07,-3.82E-06
115,45,1.86E-07,-9.28E-07,-4.39E-06
115,50,2.30E-08,-1.05E-06,-4.56E-06
115,60,-2.33E-07,-6.91E-07,-4.86E-06
115,70,-3.44E-07,-7.06E-07,-3.56E-06
115,80,4.60E-07,-5.85E-07,-3.01E-06
115,90,4.74E-07,-1.81E-07,-2.69E-06
115,100,5.88E-07,-6.33E-08,-2.69E-06
116,0,2.40E-05,-1.17E-05,6.93E-06
116,5,1.38E-05,-6.83E-06,5.92E-06
116,10,7.55E-06,-3.25E-06,3.49E-06
116,15,5.40E-06,-1.71E-06,1.97E-06
116,20,4.26E-06,-1.65E-06,9.69E-07
116,25,3.97E-06,-1.37E-06,2.25E-07
116,30,3.24E-06,-1.07E-06,-6.52E-07
116,35,2.85E-06,-1.04E-06,-1.33E-06
116,40,2.67E-06,-4.01E-07,-9.81E-07
116,45,2.22E-06,-4.95E-07,-1.58E-06
116,50,2.22E-06,-4.47E-07,-2.09E-06
116,60,1.52E-06,-1.65E-07,-1.99E-06
116,70,1.01E-06,-5.28E-07,-1.96E-06
116,80,1.15E-06,-6.44E-07,-1.99E-06
116,90,6.22E-07,-4.66E-07,-1.00E-06
116,100,9.72E-07,-4.52E-07,-7.24E-07
117,0,7.22E-05,-3.38E-05,-2.27E-05
117,5,4.47E-05,-2.08E-05,-2.02E-05
117,10,2.57E-05,-1.10E-05,-1.99E-05
117,15,1.69E-05,-6.67E-06,-1.93E-05
117,20,1.28E-05,-4.17E-06,-1.89E-05
117,25,1.02E-05,-2.90E-06,-1.82E-05
117,30,8.25E-06,-2.08E-06,-1.75E-05
117,35,6.83E-06,-1.59E-06,-1.67E-05
117,40,5.84E-06,-9.75E-07,-1.56E-05
117,45,4.36E-06,-9.89E-07,-1.51E-05
117,50,3.76E-06,-5.80E-07,-1.44E-05
117,60,2.31E-06,-1.46E-07,-1.27E-05
117,70,1.75E-06,8.68E-07,-1.16E-05
117,80,1.41E-06,6.75E-07,-1.04E-05
117,90,8.38E-07,1.50E-06,-9.04E-06
117,100,-1.58E-07,1.52E-06,-7.22E-06
118,0,2.09E-05,1.20E-06,-3.58E-06
118,5,8.24E-06,1.85E-06,-1.04E-05
118,10,1.82E-06,1.79E-06,-1.42E-05
118,15,5.69E-08,1.01E-06,-1.54E-05
118,20,-3.25E-07,9.11E-07,-1.58E-05
118,25,-5.35E-07,9.72E-07,-1.59E-05
118,30,-8.78E-07,1.01E-06,-1.54E-05
118,35,-8.98E-07,9.51E-07,-1.51E-05
118,40,-9.79E-07,8.00E-07,-1.51E-05
118,45,-1.23E-06,1.43E-06,-1.39E-05
118,50,-1.23E-06,1.04E-06,-1.34E-05
118,60,-8.76E-07,1.18E-06,-1.27E-05
118,70,-6.52E-07,5.97E-07,-1.13E-05
118,80,-1.01E-06,4.76E-07,-1.03E-05
118,90,-9.19E-07,9.69E-07,-9.21E-06
118,100,-1.27E-06,6.79E-07,-7.70E-06
119,0,2.21E-05,-1.19E-05,-2.19E-05
119,5,1.20E-05,-6.23E-06,-2.02E-05
119,10,5.12E-06,-2.00E-06,-1.90E-05
119,15,2.36E-06,-4.88E-07,-1.79E-05
119,20,1.19E-06,9.99E-08,-1.68E-05
119,25,5.30E-07,2.35E-07,-1.58E-05
119,30,-1.74E-08,2.89E-07,-1.47E-05
119,35,-7.53E-07,5.33E-07,-1.40E-05
119,40,-1.05E-06,6.54E-07,-1.30E-05
119,45,-1.26E-06,6.02E-07,-1.21E-05
119,50,-1.63E-06,6.87E-07,-1.14E-05
119,60,-1.56E-06,7.46E-07,-1.02E-05
119,70,-2.02E-06,5.46E-07,-9.15E-06
119,80,-1.67E-06,6.29E-07,-7.76E-06
119,90,-1.33E-06,2.87E-07,-6.92E-06
119,100,-7.43E-07,-1.52E-07,-5.99E-06
120,0,3.53E-05,-7.35E-06,4.35E-06
120,5,1.92E-05,-1.99E-06,-2.47E-08
120,10,7.16E-06,1.39E-06,-3.21E-06
120,15,3.46E-06,2.29E-06,-4.70E-06
120,20,2.08E-06,2.42E-06,-5.29E-06
120,25,1.41E-06,2.34E-06,-5.56E-06
120,30,6.78E-07,2.10E-06,-5.55E-06
120,35,2.71E-07,2.02E-06,-5.91E-06
120,40,3.05E-07,1.92E-06,-5.98E-06
120,45,1.59E-07,1.96E-06,-5.95E-06
120,50,-7.19E-08,1.89E-06,-5.74E-06
120,60,-3.03E-07,1.82E-06,-5.47E-06
120,70,-3.05E-07,1.57E-06,-5.49E-06
120,80,-6.38E-08,1.56E-06,-4.80E-06
120,90,-3.39E-07,1.04E-06,-4.32E-06
120,100,6.10E-08,9.52E-07,-3.89E-06
121,0,3.38E-05,-4.66E-06,1.17E-05
121,5,1.52E-05,7.95E-07,6.47E-06
121,10,5.45E-06,4.09E-06,1.38E-06
121,15,3.02E-06,4.65E-06,-6.87E-07
121,20,2.40E-06,4.99E-06,-2.16E-06
121,25,1.97E-06,4.90E-06,-3.09E-06
121,30,1.35E-06,4.49E-06,-3.79E-06
121,35,1.10E-06,4.76E-06,-3.80E-06
121,40,1.25E-06,4.47E-06,-4.31E-06
121,45,1.08E-06,3.79E-06,-4.80E-06
121,50,8.78E-07,3.61E-06,-4.88E-06
121,60,1.20E-06,3.06E-06,-5.43E-06
121,70,1.38E-06,3.11E-06,-6.05E-06
121,80,6.74E-07,2.77E-06,-5.34E-06
121,90,8.38E-07,1.88E-06,-5.23E-06
121,100,1.04E-06,1.73E-06,-4.70E-06
122,0,5.16E-05,-2.02E-05,3.87E-06
122,5,3.09E-05,-1.01E-05,2.44E-06
122,10,1.36E-05,-2.80E-06,1.60E-07
122,15,7.43E-06,-4.50E-07,-1.14E-06
122,20,4.96E-06,6.07E-07,-1.64E-06
122,25,3.50E-06,1.15E-06,-1.88E-06
122,30,2.47E-06,1.59E-06,-2.16E-06
122,35,1.78E-06,1.24E-06,-2.18E-06
122,40,1.31E-06,1.19E-06,-2.51E-06
122,45,7.85E-07,1.17E-06,-2.84E-06
122,50,5.60E-07,1.36E-06,-2.88E-06
122,60,4.18E-07,9.98E-07,-3.34E-06
122,70,-4.24E-07,9.97E-07,-2.83E-06
122,80,5.42E-08,7.59E-07,-3.39E-06
122,90,-4.84E-07,5.63E-07,-3.11E-06
122,100,2.32E-07,3.95E-07,-2.17E-06
123,0,1.89E-05,-6.73E-06,1.11E-05
123,5,1.25E-05,-3.62E-06,8.13E-06
123,10,6.73E-06,-1.36E-06,5.20E-06
123,15,4.56E-06,-5.66E-07,3.72E-06
123,20,3.41E-06,-1.55E-07,2.70E-06
123,25,2.68E-06,1.81E-07,1.83E-06
123,30,2.11E-06,2.21E-07,1.22E-06
123,35,1.66E-06,1.56E-07,6.61E-07
123,40,1.37E-06,3.07E-07,1.01E-07
123,45,1.09E-06,2.15E-07,-2.01E-07
123,50,9.16E-07,2.14E-07,-4.80E-07
123,60,9.23E-07,6.49E-08,-9.73E-07
123,70,6.64E-07,3.33E-07,-1.23E-06
123,80,8.12E-07,-9.76E-08,-1.50E-06
123,90,1.08E-06,1.02E-07,-1.66E-06
123,100,9.13E-07,1.43E-07,-1.33E-06
124,0,3.53E-05,-5.73E-06,9.50E-06
124,5,1.90E-05,-1.58E-06,1.14E-05
124,10,6.41E-06,-4.58E-08,9.77E-06
124,15,2.60E-06,-4.69E-09,8.05E-06
124,20,1.21E-06,2.99E-08,6.82E-06
124,25,2.20E-07,1.61E-07,6.04E-06
124,30,-2.22E-08,-6.56E-08,4.98E-06
124,35,-1.16E-07,-1.17E-07,4.18E-06
124,40,-4.34E-07,3.49E-08,3.60E-06
124,45,-5.56E-07,-5.27E-08,2.96E-06
124,50,-3.09E-07,1.01E-07,2.44E-06
124,60,-5.76E-07,-2.30E-08,1.80E-06
124,70,-8.70E-08,7.99E-08,6.68E-07
124,80,-1.60E-07,1.52E-07,4.05E-07
124,90,-1.42E-07,1.26E-08,1.82E-07
124,100,-2.44E-07,1.99E-07,-1.84E-07
125,0,2.08E-05,-4.34E-06,1.57E-05
125,5,1.08E-05,-1.85E-06,1.34E-05
125,10,4.06E-06,-1.09E-06,1.04E-05
125,15,2.32E-06,-1.19E-06,8.39E-06
125,20,1.74E-06,-9.01E-07,7.07E-06
125,25,1.57E-06,-8.09E-07,5.76E-06
125,30,1.25E-06,-6.38E-07,4.71E-06
125,35,1.10E-06,-6.49E-07,3.74E-06
125,40,1.12E-06,-7.19E-07,3.21E-06
125,45,9.11E-07,-6.34E-07,2.47E-06
125,50,6.72E-07,-6.04E-07,2.10E-06
125,60,6.95E-07,-5.04E-07,1.61E-06
125,70,5.56E-07,-4.60E-07,7.33E-07
125,80,6.57E-07,-3.07E-07,4.06E-07
125,90,4.43E-07,-4.57E-07,2.57E-07
125,100,2.37E-07,-2.11E-07,-1.16E-07
126,0,5.31E-06,-2.29E-06,1.70E-05
126,5,2.26E-06,-1.52E-06,1.43E-05
126,10,1.37E-06,-1.10E-06,1.16E-05
126,15,1.13E-06,-9.03E-07,9.91E-06
126,20,9.63E-07,-8.19E-07,8.56E-06
126,25,1.03E-06,-9.31E-07,7.31E-06
126,30,8.43E-07,-7.56E-07,6.26E-06
126,35,7.29E-07,-6.06E-07,5.38E-06
126,40,7.34E-07,-6.29E-07,4.66E-06
126,45,5.97E-07,-6.63E-07,4.07E-06
126,50,3.89E-07,-5.06E-07,3.48E-06
126,60,6.78E-07,-3.77E-07,2.65E-06
126,70,3.94E-07,-5.25E-07,1.86E-06
126,80,4.78E-07,-2.78E-07,1.53E-06
126,90,2.93E-07,-4.44E-07,1.28E-06
126,100,3.99E-08,-5.29E-07,6.67E-07
127,0,1.59E-05,-2.46E-06,1.02E-05
127,5,4.26E-06,-1.07E-06,7.71E-06
127,10,4.86E-07,-1.19E-06,4.41E-06
127,15,7.86E-08,-9.78E-07,2.58E-06
127,20,-1.10E-09,-7.55E-07,1.37E-06
127,25,-2.02E-07,-4.32E-07,7.51E-07
127,30,-3.94E-07,-2.32E-07,-1.12E-07
127,35,-2.49E-07,-2.23E-07,-5.63E-07
127,40,-3.73E-07,-3.68E-07,-1.08E-06
127,45,-1.11E-07,-1.14E-07,-1.12E-06
127,50,3.64E-08,-5.96E-09,-1.53E-06
127,60,-2.96E-07,-1.95E-07,-1.54E-06
127,70,-6.52E-08,5.19E-07,-1.25E-06
127,80,2.65E-07,4.76E-07,-1.63E-06
127,90,2.16E-07,2.69E-07,-1.75E-06
127,100,-3.32E-07,2.88E-07,-1.53E-06
128,0,8.85E-06,-4.14E-06,2.51E-05
128,5,4.75E-06,-1.94E-06,1.94E-05
128,10,2.19E-06,-2.63E-07,1.45E-05
128,15,1.15E-06,3.27E-07,1.16E-05
128,20,7.55E-07,3.49E-07,9.51E-06
128,25,6.67E-07,2.01E-07,7.61E-06
128,30,5.43E-07,3.60E-07,5.97E-06
128,35,2.50E-07,-6.63E-08,4.71E-06
128,40,3.09E-07,4.63E-08,3.98E-06
128,45,4.03E-07,-2.39E-07,2.99E-06
128,50,1.39E-07,1.04E-08,1.98E-06
128,60,6.07E-08,-2.66E-07,1.38E-06
128,70,1.30E-07,-2.63E-07,6.44E-07
128,80,1.01E-08,-3.47E-07,4.10E-07
128,90,3.34E-08,-3.96E-07,8.58E-08
128,100,2.25E-07,-3.58E-07,1.27E-07
129,0,3.21E-05,-1.27E-05,1.58E-05
129,5,1.99E-05,-7.21E-06,1.33E-05
129,10,8.54E-06,-2.64E-06,9.76E-06
129,15,4.41E-06,-8.57E-07,7.57E-06
129,20,2.73E-06,-2.38E-07,5.72E-06
129,25,1.89E-06,2.34E-07,4.46E-06
129,30,1.60E-06,3.77E-07,2.75E-06
129,35,1.50E-06,4.36E-07,1.36E-06
129,40,1.30E-06,7.32E-07,7.82E-07
129,45,1.18E-06,5.52E-07,3.19E-07
129,50,9.60E-07,3.60E-07,-5.23E-07
129,60,8.79E-07,5.17E-07,-1.23E-06
129,70,6.83E-07,6.14E-07,-1.61E-06
129,80,6.59E-07,5.79E-07,-1.48E-06
129,90,8.37E-07,7.78E-07,-1.44E-06
129,100,6.52E-07,4.03E-07,-1.39E-06
130,0,5.50E-06,-3.47E-06,6.00E-06
130,5,3.20E-06,-1.72E-06,4.89E-06
130,10,1.45E-06,-7.45E-07,3.46E-06
130,15,1.00E-06,-4.73E-07,2.58E-06
130,20,9.28E-07,-4.39E-07,1.97E-06
130,25,7.57E-07,-1.54E-07,1.40E-06
130,30,5.85E-07,-1.07E-07,9.47E-07
130,35,6.70E-07,-1.44E-07,6.56E-07
130,40,7.19E-07,-4.86E-08,6.00E-07
130,45,5.22E-07,-2.66E-07,2.32E-07
130,50,5.72E-07,-1.19E-07,2.28E-07
130,60,4.41E-07,-1.62E-07,-1.33E-08
130,70,4.91E-07,-1.69E-07,6.35E-08
130,80,5.70E-07,-8.33E-08,7.34E-08
130,90,5.82E-07,4.05E-08,-7.75E-09
130,100,1.30E-07,-1.99E-07,-1.77E-07
131,0,1.46E-06,-1.60E-06,2.25E-06
131,5,3.67E-07,-7.14E-07,2.21E-06
131,10,-1.64E-07,-3.61E-07,1.70E-06
131,15,-2.31E-07,-2.41E-07,1.26E-06
131,20,-1.82E-07,-1.73E-07,9.23E-07
131,25,-2.98E-07,-2.00E-07,7.57E-07
131,30,-2.41E-07,-8.48E-08,5.31E-07
131,35,-1.00E-07,-1.65E-09,2.90E-07
131,40,-1.14E-07,-1.36E-07,2.04E-07
131,45,-2.78E-07,2.70E-08,1.34E-07
131,50,-1.79E-07,4.84E-08,1.57E-07
131,60,-1.75E-07,2.78E-08,1.76E-07
131,70,-1.40E-07,6.90E-08,9.08E-08
131,80,-6.84E-08,-9.64E-08,-8.82E-08
131,90,1.55E-07,6.34E-08,-1.40E-07
131,100,-1.26E-07,-7.14E-09,-3.47E-08
132,0,9.95E-06,-2.15E-06,6.94E-06
132,5,3.47E-06,-5.64E-07,6.04E-06
132,10,6.49E-07,-2.72E-07,4.75E-06
132,15,4.33E-08,-2.72E-07,3.75E-06
132,20,-1.94E-08,-3.14E-07,3.09E-06
132,25,1.27E-07,-2.48E-07,2.53E-06
132,30,6.14E-08,-2.73E-07,1.78E-06
132,35,3.90E-09,-3.60E-07,1.46E-06
132,40,-1.74E-07,-2.70E-07,1.15E-06
132,45,-1.22E-07,-4.28E-07,8.72E-07
132,50,-1.30E-07,-3.20E-07,6.90E-07
132,60,2.00E-07,-5.68E-07,4.37E-07
132,70,7.10E-08,-8.67E-09,2.85E-07
132,80,8.86E-08,-6.76E-09,-1.74E-07
132,90,-2.52E-07,1.16E-07,-2.88E-07
132,100,-1.15E-07,1.21E-07,-4.28E-07
133,0,6.50E-06,-3.73E-06,5.84E-06
133,5,3.18E-06,-1.86E-06,3.92E-06
133,10,8.70E-07,-7.40E-07,2.23E-06
133,15,4.84E-07,-2.85E-07,1.67E-06
133,20,4.17E-07,-7.00E-08,1.03E-06
133,25,5.89E-07,-6.89E-08,1.09E-06
133,30,5.55E-07,-2.32E-07,7.95E-07
133,35,1.91E-07,1.21E-07,6.92E-07
133,40,1.94E-07,8.73E-08,4.83E-07
133,45,-4.69E-09,5.15E-07,4.45E-07
133,50,2.65E-07,1.32E-07,1.70E-07
133,60,-2.35E-07,3.64E-07,4.81E-08
133,70,1.32E-09,4.30E-07,-2.75E-07
133,80,-1.81E-07,1.72E-07,-1.23E-07
133,90,8.18E-08,1.25E-07,-2.97E-07
133,100,-3.43E-07,1.90E-07,-2.39E-07
134,0,6.55E-06,-4.17E-06,3.64E-06
134,5,2.74E-06,-2.33E-06,3.58E-06
134,10,9.31E-07,-1.25E-06,2.49E-06
134,15,2.89E-07,-7.79E-07,2.02E-06
134,20,-6.81E-08,-7.97E-07,1.61E-06
134,25,7.13E-09,-8.33E-07,1.29E-06
134,30,-5.23E-08,-3.90E-07,9.34E-07
134,35,2.74E-07,-6.09E-07,5.00E-07
134,40,1.32E-07,-2.88E-07,4.76E-07
134,45,8.81E-08,-3.34E-07,4.79E-07
134,50,1.71E-07,-9.15E-08,1.66E-07
134,60,1.45E-07,-4.32E-07,-5.30E-08
134,70,5.34E-08,-1.12E-09,1.01E-08
