Name,AF (mT),x (emu),y (emu),z (emu)
816,15,-2.64E-07,7.46E-07,1.01E-05
816,17.5,-8.85E-07,5.99E-07,9.56E-06
816,20,-5.21E-07,6.46E-07,9.11E-06
816,25,-9.70E-07,1.03E-06,7.61E-06
816,30,-9.68E-07,1.42E-06,6.11E-06
816,35,-9.67E-07,1.24E-06,4.61E-06
816,40,-9.65E-07,1.06E-06,4.06E-06
816,45,-1.21E-06,8.89E-07,3.51E-06
816,50,-1.46E-06,4.86E-07,2.96E-06
816,60,-1.70E-06,8.27E-08,2.57E-06
816,70,-1.96E-06,-3.20E-07,2.17E-06
816,80,-2.21E-06,-2.64E-07,1.78E-06
816,90,-2.47E-06,-2.07E-07,8.71E-07
816,100,2.51E-06,-1.51E-07,-3.23E-08
818,0,6.83E-06,2.37E-06,2.98E-05
818,2.5,5.55E-06,2.89E-06,2.32E-05
818,5,4.34E-06,2.63E-06,1.69E-05
818,7.5,4.37E-06,3.06E-06,1.39E-05
818,10,3.94E-06,8.33E-07,1.24E-05
818,12.5,3.74E-06,1.01E-06,1.06E-05
818,15,2.92E-06,7.05E-07,9.41E-06
818,17.5,2.73E-06,1.90E-06,8.53E-06
818,20,3.13E-06,2.05E-06,7.58E-06
818,25,2.38E-06,1.53E-06,6.01E-06
818,30,1.67E-06,1.01E-06,4.43E-06
818,35,9.66E-07,1.46E-06,2.85E-06
818,40,2.61E-07,1.91E-06,2.23E-06
818,45,1.46E-08,2.36E-06,1.60E-06
818,50,-2.32E-07,2.19E-06,9.75E-07
818,60,-4.79E-07,2.02E-06,8.87E-07
818,70,-6.10E-07,1.85E-06,8.00E-07
818,80,-7.42E-07,1.76E-06,7.12E-07
818,90,-8.73E-07,1.67E-06,4.15E-07
818,100,1.05E-06,1.58E-06,1.18E-07
819,0,5.56E-06,4.51E-06,2.80E-05
819,2.5,4.45E-06,3.71E-06,2.14E-05
819,5,4.11E-06,3.49E-06,1.55E-05
819,7.5,3.44E-06,3.12E-06,1.24E-05
819,10,3.29E-06,3.13E-06,1.06E-05
819,12.5,2.88E-06,2.58E-06,9.49E-06
819,15,2.62E-06,3.42E-06,8.12E-06
819,17.5,2.28E-06,3.02E-06,6.82E-06
819,20,2.41E-06,3.10E-06,6.37E-06
819,25,8.91E-07,3.35E-06,4.90E-06
819,30,1.04E-06,3.60E-06,3.43E-06
819,35,1.19E-06,3.42E-06,1.97E-06
819,40,1.33E-06,3.24E-06,1.04E-06
819,45,1.07E-06,3.06E-06,1.06E-07
819,50,8.12E-07,3.37E-06,-8.25E-07
819,60,5.50E-07,3.68E-06,-7.99E-07
819,70,-3.59E-07,4.00E-06,-7.73E-07
819,80,-1.27E-06,3.50E-06,-7.47E-07
819,90,-2.18E-06,3.00E-06,-1.03E-06
819,100,3.82E-06,2.51E-06,-1.31E-06
821,0,-6.64E-07,3.27E-07,2.47E-05
821,2.5,-1.07E-06,1.87E-07,1.69E-05
821,5,-7.15E-07,-4.93E-07,1.08E-05
821,7.5,-2.45E-07,-4.30E-07,8.13E-06
821,10,-7.74E-07,5.46E-07,6.06E-06
821,12.5,-9.50E-07,6.66E-07,5.33E-06
821,15,-1.44E-06,3.91E-07,4.24E-06
821,17.5,-7.11E-07,5.47E-07,3.10E-06
821,20,-1.25E-06,2.35E-07,2.34E-06
821,25,-1.43E-06,4.70E-07,9.78E-07
821,30,-1.35E-06,7.05E-07,-3.88E-07
821,35,-1.27E-06,3.01E-07,-1.75E-06
821,40,-1.19E-06,-1.02E-07,-2.31E-06
821,45,-1.60E-06,-5.06E-07,-2.86E-06
821,50,-2.01E-06,1.92E-07,-3.41E-06
821,60,-2.42E-06,8.89E-07,-3.11E-06
821,70,-2.11E-06,1.59E-06,-2.81E-06
821,80,-1.79E-06,1.12E-06,-2.52E-06
821,90,-1.48E-06,6.50E-07,-2.46E-06
821,100,2.34E-06,1.81E-07,-2.41E-06
822,0,2.00E-06,-1.42E-06,2.43E-05
822,2.5,1.42E-06,-5.15E-07,1.61E-05
822,5,1.34E-06,-1.33E-06,9.59E-06
822,7.5,1.16E-06,-1.30E-06,6.20E-06
822,10,9.45E-07,-7.62E-07,4.75E-06
822,12.5,1.39E-06,-1.21E-06,3.60E-06
822,15,7.92E-07,-8.66E-07,2.80E-06
822,17.5,6.08E-07,-1.27E-06,1.87E-06
822,20,7.92E-07,-8.81E-07,1.51E-06
822,25,-8.61E-08,-8.67E-07,5.12E-07
822,30,-3.34E-07,-8.52E-07,-4.87E-07
822,35,-5.82E-07,-7.39E-07,-1.49E-06
822,40,-8.30E-07,-6.25E-07,-1.73E-06
822,45,-1.05E-06,-5.12E-07,-1.98E-06
822,50,-1.27E-06,-3.22E-07,-2.23E-06
822,60,-1.49E-06,-1.32E-07,-2.23E-06
822,70,-1.48E-06,5.79E-08,-2.23E-06
822,80,-1.48E-06,-9.12E-08,-2.23E-06
822,90,-1.47E-06,-2.40E-07,-2.29E-06
822,100,1.39E-06,-3.90E-07,-2.36E-06
824,0,3.00E-06,-2.97E-06,2.56E-05
824,2.5,2.23E-06,-2.47E-06,1.82E-05
824,5,2.13E-06,-2.16E-06,1.14E-05
824,7.5,2.22E-06,-1.98E-06,8.25E-06
824,10,1.95E-06,-1.83E-06,5.99E-06
824,12.5,2.20E-06,-1.43E-06,5.20E-06
824,15,2.15E-06,-1.46E-06,4.33E-06
824,17.5,1.42E-06,-4.82E-07,3.23E-06
824,20,1.72E-06,-3.43E-07,3.04E-06
824,25,8.10E-07,1.24E-08,2.26E-06
824,30,5.46E-07,3.67E-07,1.48E-06
824,35,2.82E-07,7.14E-07,6.99E-07
824,40,1.75E-08,1.06E-06,3.24E-07
824,45,5.88E-08,1.41E-06,-5.08E-08
824,50,1.00E-07,1.24E-06,-4.25E-07
824,60,1.41E-07,1.08E-06,-4.37E-07
824,70,-4.21E-07,9.15E-07,-4.49E-07
824,80,-9.83E-07,5.93E-07,-4.61E-07
824,90,-1.55E-06,2.71E-07,-5.63E-07
824,100,1.10E-06,-5.14E-08,-6.66E-07
825,0,3.46E-06,3.71E-07,2.34E-05
825,2.5,2.60E-06,6.65E-07,1.64E-05
825,5,2.21E-06,1.14E-06,9.88E-06
825,7.5,2.26E-06,2.83E-07,6.93E-06
825,10,1.75E-06,4.05E-07,5.21E-06
825,12.5,2.14E-06,8.96E-08,4.31E-06
825,15,1.46E-06,-4.13E-07,3.49E-06
825,17.5,1.18E-06,-1.43E-07,2.97E-06
825,20,1.75E-06,-1.10E-07,2.52E-06
825,25,1.35E-06,4.39E-07,1.60E-06
825,30,1.11E-06,9.88E-07,6.82E-07
825,35,8.66E-07,7.68E-07,-2.39E-07
825,40,6.25E-07,5.49E-07,-5.44E-07
825,45,1.53E-07,3.29E-07,-8.49E-07
825,50,-3.19E-07,5.59E-07,-1.15E-06
825,60,-7.90E-07,7.89E-07,-1.12E-06
825,70,-6.05E-07,1.02E-06,-1.09E-06
825,80,-4.20E-07,1.25E-06,-1.06E-06
825,90,-2.35E-07,1.48E-06,-1.19E-06
825,100,2.81E-06,1.71E-06,-1.33E-06
827,0,2.60E-07,1.01E-06,9.74E-06
827,2.5,1.18E-06,5.96E-08,4.48E-06
827,5,1.71E-06,-1.08E-06,-1.20E-06
827,7.5,1.88E-06,-1.64E-06,-3.79E-06
827,10,1.47E-06,-1.81E-06,-5.78E-06
827,12.5,1.73E-06,-1.75E-06,-6.37E-06
827,15,1.50E-06,-1.99E-06,-6.99E-06
827,17.5,1.08E-06,-1.61E-06,-7.20E-06
827,20,1.69E-06,-1.56E-06,-7.56E-06
827,25,3.05E-07,-1.53E-06,-8.04E-06
827,30,3.83E-07,-1.50E-06,-8.51E-06
827,35,4.62E-07,-1.10E-06,-8.99E-06
827,40,5.41E-07,-7.00E-07,-8.50E-06
827,45,4.02E-07,-3.00E-07,-8.02E-06
827,50,2.63E-07,-3.14E-07,-7.53E-06
827,60,1.24E-07,-3.28E-07,-6.69E-06
827,70,-8.98E-08,-3.43E-07,-5.84E-06
827,80,-3.03E-07,-6.54E-08,-5.00E-06
827,90,-5.17E-07,2.12E-07,-4.53E-06
827,100,8.09E-07,4.89E-07,-4.07E-06
828,0,1.24E-06,3.87E-06,1.01E-05
828,2.5,7.87E-07,2.31E-06,3.26E-06
828,5,7.05E-07,1.61E-06,-3.91E-06
828,7.5,1.25E-06,1.62E-06,-7.24E-06
828,10,1.50E-07,1.52E-06,-8.65E-06
828,12.5,2.19E-07,1.64E-06,-9.43E-06
828,15,4.65E-08,1.68E-06,-1.03E-05
828,17.5,-4.26E-07,6.91E-07,-1.07E-05
828,20,-3.58E-07,1.24E-06,-1.09E-05
828,25,-1.11E-06,9.62E-07,-1.08E-05
828,30,-7.59E-07,6.83E-07,-1.06E-05
828,35,-4.05E-07,1.13E-06,-1.05E-05
828,40,-5.08E-08,1.58E-06,-1.04E-05
828,45,-2.39E-07,2.03E-06,-1.03E-05
828,50,-4.26E-07,1.98E-06,-1.01E-05
828,60,-6.14E-07,1.94E-06,-8.73E-06
828,70,-5.31E-07,1.89E-06,-7.33E-06
828,80,-4.49E-07,1.55E-06,-5.93E-06
828,90,-3.66E-07,1.21E-06,-5.17E-06
828,100,8.74E-07,8.67E-07,-4.41E-06
830,0,-1.83E-06,2.84E-06,1.92E-05
830,2.5,-1.64E-06,2.11E-06,9.70E-06
830,5,-1.34E-06,1.82E-06,1.23E-06
830,7.5,-1.35E-06,1.43E-06,-2.34E-06
830,10,-1.31E-06,1.06E-06,-4.19E-06
830,12.5,-1.08E-06,1.54E-06,-5.55E-06
830,15,-1.92E-07,9.91E-07,-6.22E-06
830,17.5,-6.63E-07,1.47E-06,-6.56E-06
830,20,5.98E-08,2.26E-06,-6.61E-06
830,25,-1.24E-06,1.96E-06,-6.61E-06
830,30,-1.28E-06,1.65E-06,-6.61E-06
830,35,-1.33E-06,2.13E-06,-6.61E-06
830,40,-1.38E-06,2.61E-06,-6.87E-06
830,45,-1.65E-06,3.09E-06,-7.13E-06
830,50,-1.93E-06,2.95E-06,-7.40E-06
830,60,-2.21E-06,2.81E-06,-6.55E-06
830,70,-1.56E-06,2.67E-06,-5.71E-06
830,80,-9.14E-07,2.73E-06,-4.86E-06
830,90,-2.67E-07,2.79E-06,-4.04E-06
830,100,3.53E-06,2.86E-06,-3.22E-06
831,0,-7.75E-07,6.62E-06,1.97E-05
831,2.5,-7.00E-07,4.55E-06,1.12E-05
831,5,-5.93E-07,2.85E-06,3.47E-06
831,7.5,-8.78E-07,2.46E-06,6.31E-08
831,10,-4.31E-07,2.12E-06,-1.89E-06
831,12.5,-1.65E-07,1.50E-06,-3.33E-06
831,15,-9.82E-07,2.02E-06,-3.91E-06
831,17.5,-1.54E-06,1.94E-06,-4.55E-06
831,20,-9.13E-07,2.01E-06,-4.85E-06
831,25,-2.03E-06,1.87E-06,-5.31E-06
831,30,-2.41E-06,1.74E-06,-5.77E-06
831,35,-2.79E-06,1.50E-06,-6.23E-06
831,40,-3.17E-06,1.26E-06,-6.19E-06
831,45,-3.22E-06,1.02E-06,-6.15E-06
831,50,-3.27E-06,1.16E-06,-6.11E-06
831,60,-3.32E-06,1.31E-06,-5.76E-06
831,70,-2.87E-06,1.45E-06,-5.40E-06
831,80,-2.41E-06,9.09E-07,-5.05E-06
831,90,-1.95E-06,3.66E-07,-4.40E-06
831,100,1.39E-06,-1.78E-07,-3.75E-06
833,0,2.05E-06,4.06E-06,2.95E-05
833,2.5,1.57E-06,3.12E-06,2.17E-05
833,5,1.05E-06,1.22E-06,1.45E-05
833,7.5,5.51E-07,6.92E-07,1.08E-05
833,10,3.61E-07,7.12E-07,8.13E-06
833,12.5,7.29E-07,2.94E-07,6.99E-06
833,15,-8.00E-08,3.21E-07,5.52E-06
833,17.5,9.23E-08,1.63E-07,4.56E-06
833,20,2.85E-07,1.21E-06,3.76E-06
833,25,-3.88E-07,1.06E-06,3.13E-06
833,30,-3.70E-07,9.16E-07,2.50E-06
833,35,-3.51E-07,1.01E-06,1.87E-06
833,40,-3.33E-07,1.10E-06,1.17E-06
833,45,9.20E-09,1.20E-06,4.67E-07
833,50,3.52E-07,9.90E-07,-2.32E-07
833,60,6.94E-07,7.81E-07,-5.65E-07
833,70,5.36E-07,5.73E-07,-8.98E-07
833,80,3.78E-07,4.37E-08,-1.23E-06
833,90,2.20E-07,-4.86E-07,-8.88E-07
833,100,1.90E-06,-1.02E-06,-5.45E-07
834,0,2.75E-06,2.76E-06,3.07E-05
834,2.5,1.95E-06,1.70E-06,2.40E-05
834,5,1.69E-06,1.72E-06,1.79E-05
834,7.5,1.47E-06,2.72E-07,1.48E-05
834,10,1.59E-06,1.88E-07,1.29E-05
834,12.5,1.12E-06,8.54E-07,1.14E-05
834,15,1.17E-06,1.36E-07,9.73E-06
834,17.5,9.95E-07,-1.88E-07,8.24E-06
834,20,6.89E-07,2.55E-07,7.02E-06
834,25,1.40E-08,1.32E-07,6.03E-06
834,30,2.74E-07,8.23E-09,5.03E-06
834,35,5.34E-07,-2.99E-08,4.04E-06
834,40,7.94E-07,-6.80E-08,3.30E-06
834,45,5.37E-07,-1.06E-07,2.56E-06
834,50,2.80E-07,1.29E-07,1.82E-06
834,60,2.33E-08,3.65E-07,1.74E-06
834,70,-1.36E-07,6.00E-07,1.65E-06
834,80,-2.96E-07,6.11E-08,1.56E-06
834,90,-4.56E-07,-4.78E-07,2.33E-07
834,100,3.08E-06,-1.02E-06,-1.10E-06
836,0,-1.22E-06,5.18E-06,5.23E-05
836,2.5,-4.39E-07,2.34E-06,4.36E-05
836,5,4.30E-07,2.55E-07,3.51E-05
836,7.5,5.29E-07,-1.57E-07,3.05E-05
836,10,-3.69E-07,-9.69E-08,2.74E-05
836,12.5,-3.61E-07,-6.27E-07,2.56E-05
836,15,-7.35E-07,1.34E-07,2.39E-05
836,17.5,-1.34E-06,2.53E-07,2.26E-05
836,20,-7.41E-07,2.51E-07,2.16E-05
836,25,-2.89E-07,9.04E-07,1.95E-05
836,30,-8.94E-08,1.56E-06,1.75E-05
836,35,1.10E-07,1.72E-06,1.55E-05
836,40,3.09E-07,1.88E-06,1.39E-05
836,45,3.97E-07,2.04E-06,1.24E-05
836,50,4.84E-07,1.62E-06,1.09E-05
836,60,5.72E-07,1.21E-06,9.09E-06
836,70,4.43E-07,7.92E-07,7.30E-06
836,80,3.15E-07,9.57E-07,5.52E-06
836,90,1.86E-07,1.12E-06,4.18E-06
836,100,4.04E-06,1.29E-06,2.84E-06
837,0,-6.01E-07,8.67E-07,5.38E-05
837,2.5,-6.98E-07,-4.85E-07,4.36E-05
837,5,-6.81E-07,-1.73E-06,3.44E-05
837,7.5,-5.57E-07,-2.15E-07,2.96E-05
837,10,-1.44E-07,-1.08E-06,2.61E-05
837,12.5,-5.86E-07,-1.06E-06,2.39E-05
837,15,-2.40E-07,-1.00E-06,2.25E-05
837,17.5,-8.54E-07,-6.72E-07,2.07E-05
837,20,-9.30E-07,-9.86E-08,1.93E-05
837,25,-3.68E-07,4.92E-07,1.71E-05
837,30,-5.95E-07,1.08E-06,1.49E-05
837,35,-8.23E-07,1.01E-06,1.26E-05
837,40,-1.05E-06,9.43E-07,1.10E-05
837,45,-9.95E-07,8.74E-07,9.36E-06
837,50,-9.39E-07,5.83E-07,7.71E-06
837,60,-8.83E-07,2.93E-07,6.64E-06
837,70,-8.11E-07,1.50E-09,5.56E-06
837,80,-7.39E-07,-8.50E-08,4.49E-06
837,90,-6.67E-07,-1.72E-07,3.12E-06
837,100,3.84E-06,-2.59E-07,1.76E-06
839,0,-2.06E-06,6.34E-06,5.39E-05
839,2.5,-2.05E-06,2.52E-06,4.39E-05
839,5,-1.52E-06,1.44E-06,3.53E-05
839,7.5,-1.42E-06,9.95E-07,3.00E-05
839,10,-2.00E-06,1.01E-06,2.65E-05
839,12.5,-1.36E-06,1.53E-06,2.44E-05
839,15,-9.31E-07,5.89E-07,2.27E-05
839,17.5,-1.77E-06,1.52E-06,2.09E-05
839,20,-1.27E-06,2.06E-06,2.00E-05
839,25,-1.67E-06,2.03E-06,1.79E-05
839,30,-1.66E-06,1.99E-06,1.58E-05
839,35,-1.65E-06,2.15E-06,1.37E-05
839,40,-1.63E-06,2.31E-06,1.22E-05
839,45,-1.62E-06,2.46E-06,1.06E-05
839,50,-1.60E-06,2.83E-06,9.03E-06
839,60,-1.58E-06,3.20E-06,7.51E-06
839,70,-2.02E-06,3.58E-06,5.99E-06
839,80,-2.46E-06,3.13E-06,4.46E-06
839,90,-2.90E-06,2.68E-06,2.86E-06
839,100,3.99E-06,2.24E-06,1.26E-06
840,0,1.64E-06,-1.44E-06,5.72E-05
840,2.5,1.85E-07,-1.00E-06,4.65E-05
840,5,4.00E-09,-8.21E-07,3.57E-05
840,7.5,1.39E-07,-6.87E-07,2.89E-05
840,10,1.49E-07,-1.08E-06,2.49E-05
840,12.5,9.11E-07,-2.25E-08,2.26E-05
840,15,1.21E-06,-7.79E-07,2.03E-05
840,17.5,7.32E-07,-1.23E-07,1.95E-05
840,20,1.30E-06,-6.15E-07,1.82E-05
840,25,2.51E-07,-6.17E-07,1.62E-05
840,30,3.04E-07,-6.19E-07,1.42E-05
840,35,3.57E-07,-6.55E-07,1.22E-05
840,40,4.10E-07,-6.90E-07,1.11E-05
840,45,6.13E-07,-7.25E-07,1.00E-05
840,50,8.16E-07,-4.42E-07,8.93E-06
840,60,1.02E-06,-1.60E-07,7.34E-06
840,70,7.93E-07,1.22E-07,5.74E-06
840,80,5.68E-07,-5.32E-08,4.14E-06
840,90,3.43E-07,-2.29E-07,2.99E-06
840,100,2.80E-06,-4.05E-07,1.84E-06
842,0,9.84E-06,-2.61E-06,4.48E-05
842,2.5,6.61E-06,-1.68E-06,3.47E-05
842,5,5.22E-06,1.59E-07,2.47E-05
842,7.5,4.42E-06,-8.46E-07,1.99E-05
842,10,3.71E-06,-4.27E-07,1.64E-05
842,12.5,3.62E-06,-1.06E-07,1.48E-05
842,15,3.59E-06,-2.45E-07,1.36E-05
842,17.5,2.99E-06,-1.47E-07,1.22E-05
842,20,3.39E-06,2.85E-07,1.16E-05
842,25,2.53E-06,5.45E-07,1.05E-05
842,30,2.24E-06,8.05E-07,9.51E-06
842,35,1.96E-06,5.52E-07,8.47E-06
842,40,1.67E-06,2.99E-07,7.84E-06
842,45,1.02E-06,4.54E-08,7.20E-06
842,50,3.67E-07,-1.75E-07,6.57E-06
842,60,-2.86E-07,-3.95E-07,5.78E-06
842,70,-3.55E-07,-6.16E-07,5.00E-06
842,80,-4.24E-07,-6.32E-07,4.21E-06
842,90,-4.93E-07,-6.48E-07,3.11E-06
842,100,2.30E-06,-6.65E-07,2.01E-06
843,0,9.81E-07,-2.52E-06,5.01E-05
843,2.5,5.88E-08,-1.27E-06,4.11E-05
843,5,-7.97E-08,-9.58E-07,3.17E-05
843,7.5,-1.64E-07,-1.02E-06,2.66E-05
843,10,-7.39E-07,-8.74E-07,2.28E-05
843,12.5,-8.89E-07,-6.23E-07,2.07E-05
843,15,-8.78E-07,3.34E-07,1.90E-05
843,17.5,-1.30E-06,-5.17E-07,1.77E-05
843,20,-6.77E-07,-1.86E-07,1.77E-05
843,25,-5.56E-07,2.52E-07,1.56E-05
843,30,-5.25E-07,6.90E-07,1.36E-05
843,35,-4.94E-07,6.80E-07,1.16E-05
843,40,-4.62E-07,6.69E-07,1.06E-05
843,45,-6.02E-07,6.59E-07,9.50E-06
843,50,-7.42E-07,5.45E-07,8.44E-06
843,60,-8.82E-07,4.31E-07,7.13E-06
843,70,-8.41E-07,3.16E-07,5.81E-06
843,80,-8.01E-07,4.51E-07,4.49E-06
843,90,-7.61E-07,5.85E-07,2.64E-06
843,100,2.33E-06,7.19E-07,7.96E-07
845,0,2.72E-06,-4.01E-06,5.75E-05
845,2.5,2.31E-06,-2.77E-06,4.78E-05
845,5,2.28E-06,-2.25E-06,3.82E-05
845,7.5,1.95E-06,-1.33E-06,3.28E-05
845,10,1.63E-06,-2.81E-06,2.83E-05
845,12.5,1.69E-06,-2.60E-06,2.59E-05
845,15,1.43E-06,-1.86E-06,2.46E-05
845,17.5,7.06E-07,-1.72E-06,2.28E-05
845,20,1.29E-06,-1.34E-06,2.08E-05
845,25,1.31E-06,-1.07E-06,1.85E-05
845,30,7.82E-07,-8.09E-07,1.63E-05
845,35,2.52E-07,-8.01E-07,1.40E-05
845,40,-2.79E-07,-7.93E-07,1.26E-05
845,45,-4.02E-07,-7.85E-07,1.12E-05
845,50,-5.25E-07,-8.65E-07,9.87E-06
845,60,-6.48E-07,-9.46E-07,8.19E-06
845,70,-7.34E-07,-1.03E-06,6.51E-06
845,80,-8.20E-07,-6.61E-07,4.84E-06
845,90,-9.05E-07,-2.97E-07,3.96E-06
845,100,2.92E-06,6.80E-08,3.08E-06
846,0,4.91E-06,-2.24E-07,3.79E-05
846,2.5,4.13E-06,-9.18E-07,2.94E-05
846,5,3.99E-06,-8.50E-07,2.17E-05
846,7.5,3.43E-06,-6.19E-07,1.71E-05
846,10,3.61E-06,-2.84E-07,1.42E-05
846,12.5,3.80E-06,2.30E-07,1.30E-05
846,15,3.48E-06,-2.61E-07,1.14E-05
846,17.5,3.94E-06,-2.84E-07,1.04E-05
846,20,3.50E-06,-4.73E-07,1.00E-05
846,25,3.17E-06,2.65E-07,8.93E-06
846,30,2.71E-06,1.00E-06,7.86E-06
846,35,2.24E-06,8.92E-07,6.79E-06
846,40,1.77E-06,7.80E-07,6.06E-06
846,45,1.75E-06,6.69E-07,5.33E-06
846,50,1.72E-06,8.24E-07,4.60E-06
846,60,1.70E-06,9.78E-07,3.89E-06
846,70,1.32E-06,1.13E-06,3.17E-06
846,80,9.48E-07,9.80E-07,2.45E-06
846,90,5.73E-07,8.26E-07,1.38E-06
846,100,3.66E-06,6.72E-07,3.08E-07
848,0,1.10E-06,-9.38E-07,3.81E-05
848,2.5,6.10E-07,2.30E-07,2.90E-05
848,5,7.55E-07,8.23E-07,2.06E-05
848,7.5,5.20E-07,4.99E-07,1.57E-05
848,10,9.09E-07,9.28E-07,1.26E-05
848,12.5,1.11E-06,4.29E-08,1.13E-05
848,15,1.08E-06,-2.56E-07,9.78E-06
848,17.5,9.13E-07,-7.56E-07,8.90E-06
848,20,1.06E-06,8.46E-08,8.59E-06
848,25,8.24E-07,2.48E-07,7.82E-06
848,30,2.11E-07,4.12E-07,7.05E-06
848,35,-4.01E-07,4.00E-07,6.28E-06
848,40,-1.01E-06,3.87E-07,6.07E-06
848,45,-1.61E-06,3.75E-07,5.86E-06
848,50,-2.21E-06,4.07E-07,5.65E-06
848,60,-2.81E-06,4.39E-07,4.69E-06
848,70,-2.53E-06,4.71E-07,3.72E-06
848,80,-2.25E-06,4.73E-07,2.75E-06
848,90,-1.97E-06,4.74E-07,1.91E-06
848,100,2.56E-06,4.75E-07,1.06E-06
849,0,1.65E-06,-6.46E-07,4.35E-05
849,2.5,1.58E-06,-1.52E-06,3.39E-05
849,5,1.55E-06,-1.20E-06,2.46E-05
849,7.5,1.66E-06,-1.17E-06,1.97E-05
849,10,1.20E-06,-1.34E-06,1.63E-05
849,12.5,1.23E-06,-6.88E-07,1.47E-05
849,15,1.24E-06,-7.17E-07,1.26E-05
849,17.5,8.18E-07,-1.53E-07,1.21E-05
849,20,1.02E-06,-1.21E-07,1.10E-05
849,25,-1.26E-07,1.46E-07,9.90E-06
849,30,-5.57E-07,4.12E-07,8.75E-06
849,35,-9.87E-07,5.89E-07,7.60E-06
849,40,-1.42E-06,7.66E-07,6.89E-06
849,45,-1.61E-06,9.43E-07,6.17E-06
849,50,-1.80E-06,8.25E-07,5.46E-06
849,60,-1.99E-06,7.06E-07,4.79E-06
849,70,-2.46E-06,5.88E-07,4.12E-06
849,80,-2.94E-06,8.91E-08,3.45E-06
849,90,-3.41E-06,-4.10E-07,2.10E-06
849,100,3.44E-06,-9.08E-07,7.51E-07
851,0,-2.61E-06,3.16E-07,4.36E-05
851,2.5,-2.25E-06,8.10E-07,3.41E-05
851,5,-1.52E-06,9.40E-07,2.48E-05
851,7.5,-9.78E-07,6.81E-07,1.97E-05
851,10,-5.02E-07,1.47E-06,1.68E-05
851,12.5,-6.46E-07,6.28E-07,1.48E-05
851,15,-4.79E-07,8.72E-07,1.34E-05
851,17.5,-8.08E-07,8.66E-07,1.25E-05
851,20,-5.12E-07,1.07E-06,1.12E-05
851,25,-1.29E-06,1.13E-06,9.87E-06
851,30,-1.13E-06,1.20E-06,8.53E-06
851,35,-9.58E-07,1.20E-06,7.20E-06
851,40,-7.90E-07,1.20E-06,6.36E-06
851,45,-1.15E-06,1.20E-06,5.53E-06
851,50,-1.51E-06,1.54E-06,4.69E-06
851,60,-1.88E-06,1.89E-06,3.96E-06
851,70,-1.88E-06,2.23E-06,3.22E-06
851,80,-1.88E-06,2.11E-06,2.49E-06
851,90,-1.88E-06,1.98E-06,1.79E-06
851,100,4.18E-06,1.85E-06,1.09E-06
852,0,-1.07E-06,-4.67E-07,3.63E-05
852,2.5,-9.22E-07,1.77E-06,2.77E-05
852,5,-4.57E-07,7.89E-07,2.01E-05
852,7.5,-1.96E-07,8.17E-07,1.59E-05
852,10,-8.05E-08,6.85E-07,1.33E-05
852,12.5,9.81E-07,-2.85E-07,1.14E-05
852,15,-6.18E-07,-1.12E-07,1.01E-05
852,17.5,-2.85E-07,1.33E-07,9.12E-06
852,20,5.73E-07,1.20E-06,8.39E-06
852,25,-8.16E-07,6.94E-07,7.19E-06
852,30,-7.44E-07,1.87E-07,6.00E-06
852,35,-6.72E-07,4.89E-07,4.81E-06
852,40,-6.00E-07,7.90E-07,4.13E-06
852,45,-5.71E-07,1.09E-06,3.46E-06
852,50,-5.42E-07,1.09E-06,2.79E-06
852,60,-5.13E-07,1.09E-06,2.14E-06
852,70,-6.70E-07,1.08E-06,1.50E-06
852,80,-8.27E-07,9.88E-07,8.63E-07
852,90,-9.84E-07,8.93E-07,2.25E-07
852,100,2.10E-06,7.98E-07,-4.12E-07
854,0,-2.61E-06,9.23E-06,3.95E-05
854,2.5,-2.06E-06,5.51E-06,3.58E-05
854,5,-1.45E-06,4.05E-06,2.87E-05
854,7.5,-9.42E-07,2.14E-06,2.49E-05
854,10,-1.74E-06,1.98E-06,2.13E-05
854,12.5,-1.55E-06,1.62E-06,1.92E-05
854,15,-1.46E-06,1.85E-06,1.83E-05
854,17.5,-1.63E-06,2.09E-06,1.73E-05
854,20,-1.81E-06,2.05E-06,1.64E-05
854,25,-1.98E-06,2.02E-06,1.43E-05
854,30,-2.10E-06,1.99E-06,1.21E-05
854,35,-2.22E-06,1.82E-06,1.00E-05
854,40,-2.34E-06,1.65E-06,9.36E-06
854,45,-2.03E-06,1.48E-06,8.68E-06
854,50,-1.71E-06,1.67E-06,8.00E-06
854,60,-1.40E-06,1.86E-06,6.61E-06
854,70,-1.62E-06,2.04E-06,5.22E-06
854,80,-1.83E-06,1.90E-06,3.84E-06
854,90,-2.04E-06,1.76E-06,3.26E-06
854,100,8.63E-07,1.62E-06,2.69E-06
855,0,-7.89E-07,-5.76E-07,5.34E-05
855,2.5,-1.02E-06,-1.16E-07,4.47E-05
855,5,-7.67E-07,-9.60E-07,3.52E-05
855,7.5,-6.50E-07,-9.40E-07,2.97E-05
855,10,-7.45E-07,-9.93E-07,2.56E-05
855,12.5,-5.09E-07,-1.42E-06,2.30E-05
855,15,-9.25E-07,-2.43E-07,2.16E-05
855,17.5,-1.69E-06,-1.13E-06,1.98E-05
855,20,-1.17E-06,1.05E-08,1.85E-05
855,25,-1.48E-06,2.06E-07,1.66E-05
855,30,-1.18E-06,4.01E-07,1.47E-05
855,35,-8.79E-07,3.65E-07,1.28E-05
855,40,-5.76E-07,3.29E-07,1.16E-05
